npm,acc,nom,npa,noa,cbo,amloc,lcom4,dit,noc,accm,_module,loc,_filename,anpm,mmloc,rfc,sc,folder,type
8,19,8,62,62,7,63.375,2,0,0,4.5,zyn::ADnoteVoiceParam,507,"['src/Params/ADnoteParameters.h', 'src/Params/ADnoteParameters.cpp']",1.5,158,283,14,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@26,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@25,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@27,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@21,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
24,23,24,48,49,2,15.875,3,0,0,2.375,zyn::Controller,381,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",1.16666666666667,65,107,6,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::Controller::@24,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@20,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@19,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@29,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,5,5,0,0,0,0,0,0,zyn::Controller::@31,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@30,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,16,16,0,0,0,0,0,0,zyn::Controller::@28,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::Controller::@23,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::Controller::@22,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,5,5,0,0,0,0,0,0,zyn::Controller::@18,0,"['src/Params/Controller.h', 'src/Params/Controller.cpp']",0,0,0,0,zynaddsubfx-master,music
2,0,2,1,1,0,8.5,2,0,0,1,zyn::version_fixer_t,17,['src/Params/EnvelopeParams.cpp'],1.5,14,3,0,zynaddsubfx-master,music
0,0,0,1,1,0,0,0,0,0,0,EnvelopeParams,0,['src/Params/EnvelopeParams.cpp'],0,0,0,0,zynaddsubfx-master,music
13,18,19,20,30,4,15,5,1,0,2.36842105263158,zyn::EnvelopeParams,285,"['src/Params/EnvelopeParams.h', 'src/Params/EnvelopeParams.cpp']",1.84210526315789,38,198,20,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,FilterParams,0,['src/Params/FilterParams.cpp'],0,0,0,0,zynaddsubfx-master,music
0,0,0,1,1,0,0,0,0,0,0,zyn::FilterParams::@16,0,"['src/Params/FilterParams.h', 'src/Params/FilterParams.cpp']",0,0,0,0,zynaddsubfx-master,music
0,7,0,1,1,0,0,0,0,0,0,zyn::FilterParams::Pvowels_t,0,"['src/Params/FilterParams.h', 'src/Params/FilterParams.cpp']",0,0,0,0,zynaddsubfx-master,music
24,25,25,27,30,5,13.76,5,2,0,2.2,zyn::FilterParams,344,"['src/Params/FilterParams.h', 'src/Params/FilterParams.cpp']",1.04,55,174,25,zynaddsubfx-master,music
0,7,0,3,3,0,0,0,0,0,0,zyn::FilterParams::Pvowels_t::formants_t,0,"['src/Params/FilterParams.h', 'src/Params/FilterParams.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,1,1,0,0,0,0,0,0,LFOParams,0,"['src/Params/LFOParams.cpp', 'src/Params/LFOParams.h']",0,0,0,0,zynaddsubfx-master,music
8,12,9,14,21,3,15.2222222222222,3,1,0,2.55555555555556,zyn::LFOParams,137,"['src/Params/LFOParams.h', 'src/Params/LFOParams.cpp']",1.77777777777778,31,75,9,zynaddsubfx-master,music
2,0,2,2,2,1,12,2,0,0,7,PADnoteParameters,24,['src/Params/PADnoteParameters.cpp'],1.5,14,3,2,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::PADnoteParameters::@12,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,7,7,0,0,0,0,0,0,zyn::PADnoteParameters::@10,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,2,2,0,0,0,0,0,0,zyn::PADnoteParameters::@10::@13,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::PADnoteParameters::@10::@15,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
14,11,18,57,57,13,51.6666666666667,1,1,0,6.16666666666667,zyn::PADnoteParameters,930,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",1.61111111111111,150,269,13,zynaddsubfx-master,music
0,0,0,2,2,0,0,0,0,0,0,zyn::PADnoteParameters::@10::@14,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
0,10,0,3,3,0,0,0,0,0,0,zyn::PADnoteParameters::Sample,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::PADnoteParameters::@11,0,"['src/Params/PADnoteParameters.h', 'src/Params/PADnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Presets,0,"['src/Params/Presets.h', 'src/Params/Presets.cpp']",0,0,0,0,zynaddsubfx-master,music
5,25,7,1,1,2,6.14285714285714,3,0,8,1.57142857142857,zyn::Presets,43,"['src/Params/Presets.h', 'src/Params/Presets.cpp']",1,24,17,6,zynaddsubfx-master,music
4,3,6,0,0,3,7.16666666666667,5,1,2,2,zyn::PresetsArray,43,"['src/Params/PresetsArray.h', 'src/Params/PresetsArray.cpp']",1.33333333333333,28,14,15,zynaddsubfx-master,music
1,0,1,3,3,0,4,1,0,0,1,zyn::PresetsStore::presetstruct,4,"['src/Params/PresetsStore.h', 'src/Params/PresetsStore.cpp']",1,4,2,0,zynaddsubfx-master,music
0,0,0,2,2,0,0,0,0,0,0,zyn::PresetsStore::@9,0,"['src/Params/PresetsStore.h', 'src/Params/PresetsStore.cpp']",0,0,0,0,zynaddsubfx-master,music
11,6,11,4,5,3,12.0909090909091,3,0,0,2.54545454545455,zyn::PresetsStore,133,"['src/Params/PresetsStore.h', 'src/Params/PresetsStore.cpp']",1.09090909090909,51,36,9,zynaddsubfx-master,music
0,0,0,1,1,0,0,0,0,0,0,SUBnoteParameters,0,['src/Params/SUBnoteParameters.cpp'],0,0,0,0,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::SUBnoteParameters::@17,0,"['src/Params/SUBnoteParameters.h', 'src/Params/SUBnoteParameters.cpp']",0,0,0,0,zynaddsubfx-master,music
10,7,10,37,37,6,39.8,3,1,0,4.7,zyn::SUBnoteParameters,398,"['src/Params/SUBnoteParameters.h', 'src/Params/SUBnoteParameters.cpp']",1.5,93,162,18,zynaddsubfx-master,music
2,0,17,0,9,0,9.47058823529412,17,1,0,1,AbstractPluginFX,161,['src/Plugin/AbstractFX.hpp'],1.35294117647059,30,17,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,AlienWah,4,['src/Plugin/AlienWah/AlienWah.cpp'],0,4,1,0,zynaddsubfx-master,music
1,0,6,0,0,0,17.8333333333333,6,1,0,3.16666666666667,AlienWahPlugin,107,['src/Plugin/AlienWah/AlienWah.cpp'],0.666666666666667,74,6,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,AlienWah/DistrhoPluginInfo,0,['src/Plugin/AlienWah/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,6,0,0,0,20.6666666666667,6,1,0,4.33333333333333,ChorusPlugin,124,['src/Plugin/Chorus/Chorus.cpp'],0.666666666666667,73,6,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,Plugin/Chorus/Chorus,4,['src/Plugin/Chorus/Chorus.cpp'],0,4,1,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Chorus/DistrhoPluginInfo,0,['src/Plugin/Chorus/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,6,0,0,0,22.1666666666667,6,1,0,3.5,DistortionPlugin,133,['src/Plugin/Distortion/Distortion.cpp'],0.666666666666667,94,6,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,Distortion,4,['src/Plugin/Distortion/Distortion.cpp'],0,4,1,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Distortion/DistrhoPluginInfo,0,['src/Plugin/Distortion/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,DynamicFilter/DistrhoPluginInfo,0,['src/Plugin/DynamicFilter/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,Plugin/DynamicFilter/DynamicFilter,4,['src/Plugin/DynamicFilter/DynamicFilter.cpp'],0,4,1,0,zynaddsubfx-master,music
1,0,6,0,0,0,16.1666666666667,6,1,0,3.16666666666667,DynamicFilterPlugin,97,['src/Plugin/DynamicFilter/DynamicFilter.cpp'],0.666666666666667,61,6,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Echo/DistrhoPluginInfo,0,['src/Plugin/Echo/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,Plugin/Echo/Echo,4,['src/Plugin/Echo/Echo.cpp'],0,4,1,0,zynaddsubfx-master,music
1,0,6,0,0,0,14,6,1,0,3.33333333333333,EchoPlugin,84,['src/Plugin/Echo/Echo.cpp'],0.666666666666667,36,6,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Phaser/DistrhoPluginInfo,0,['src/Plugin/Phaser/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,Plugin/Phaser/Phaser,4,['src/Plugin/Phaser/Phaser.cpp'],0,4,1,0,zynaddsubfx-master,music
1,0,6,0,0,0,24.8333333333333,6,1,0,5.16666666666667,PhaserPlugin,149,['src/Plugin/Phaser/Phaser.cpp'],0.666666666666667,92,6,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Reverb/DistrhoPluginInfo,0,['src/Plugin/Reverb/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,Plugin/Reverb/Reverb,4,['src/Plugin/Reverb/Reverb.cpp'],0,4,1,0,zynaddsubfx-master,music
1,0,6,0,0,0,23.8333333333333,6,1,0,5,ReverbPlugin,143,['src/Plugin/Reverb/Reverb.cpp'],0.666666666666667,83,6,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,ZynAddSubFX/DistrhoPluginInfo,0,['src/Plugin/ZynAddSubFX/DistrhoPluginInfo.h'],0,0,0,0,zynaddsubfx-master,music
1,0,1,0,0,0,4,1,0,0,1,ZynAddSubFX-UI-Zest,4,['src/Plugin/ZynAddSubFX/ZynAddSubFX-UI-Zest.cpp'],0,4,1,0,zynaddsubfx-master,music
3,0,15,0,5,2,12.4,3,1,0,2.53333333333333,ZynAddSubFXUI,186,['src/Plugin/ZynAddSubFX/ZynAddSubFX-UI-Zest.cpp'],1.06666666666667,55,55,6,zynaddsubfx-master,music
0,9,0,12,12,0,0,0,0,0,0,zest_handles,0,['src/Plugin/ZynAddSubFX/ZynAddSubFX-UI-Zest.cpp'],0,0,0,0,zynaddsubfx-master,music
1,0,1,0,0,0,11,1,0,0,1,ZynAddSubFX-UI,11,['src/Plugin/ZynAddSubFX/ZynAddSubFX-UI.cpp'],0,11,1,0,zynaddsubfx-master,music
3,2,4,0,1,1,6,2,1,0,1.5,MiddleWareThread,24,['src/Plugin/ZynAddSubFX/ZynAddSubFX.cpp'],0.25,11,8,2,zynaddsubfx-master,music
13,0,40,0,8,7,8.55,23,1,0,1.6,ZynAddSubFX,342,['src/Plugin/ZynAddSubFX/ZynAddSubFX.cpp'],0.95,97,125,161,zynaddsubfx-master,music
3,2,3,0,3,1,5.66666666666667,1,0,0,1.66666666666667,MiddleWareThread::ScopedStopper,17,['src/Plugin/ZynAddSubFX/ZynAddSubFX.cpp'],0.666666666666667,8,11,1,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::ADnote::Global::@40,0,"['src/Synth/ADnote.h', 'src/Synth/ADnote.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::ADnote::@39,0,"['src/Synth/ADnote.h', 'src/Synth/ADnote.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,ADnote,0,"['src/Synth/ADnote.h', 'src/Synth/ADnote.cpp']",0,0,0,0,zynaddsubfx-master,music
8,5,31,3,42,20,55.7741935483871,3,1,0,10,zyn::ADnote,1729,"['src/Synth/ADnote.h', 'src/Synth/ADnote.cpp']",1.12903225806452,287,655,60,zynaddsubfx-master,music
2,14,2,32,32,4,19,2,0,0,5,zyn::ADnote::Voice,38,"['src/Synth/ADnote.h', 'src/Synth/ADnote.cpp']",1,23,14,8,zynaddsubfx-master,music
2,10,2,16,16,6,24.5,2,0,0,1,zyn::ADnote::Global,49,"['src/Synth/ADnote.h', 'src/Synth/ADnote.cpp']",5,39,25,12,zynaddsubfx-master,music
8,12,8,0,15,2,25.75,2,0,0,5.25,zyn::Envelope,206,"['src/Synth/Envelope.h', 'src/Synth/Envelope.cpp']",1.625,65,65,4,zynaddsubfx-master,music
4,6,6,0,18,5,27.3333333333333,2,0,0,6,zyn::LFO,164,"['src/Synth/LFO.h', 'src/Synth/LFO.cpp']",1.33333333333333,61,66,10,zynaddsubfx-master,music
1,0,1,0,0,0,12,1,0,0,4,ModFilter,12,['src/Synth/ModFilter.cpp'],1,12,1,0,zynaddsubfx-master,music
8,8,11,0,13,10,10.3636363636364,1,0,0,1.81818181818182,zyn::ModFilter,114,"['src/Synth/ModFilter.h', 'src/Synth/ModFilter.cpp']",1.81818181818182,29,84,10,zynaddsubfx-master,music
40,30,40,0,0,1,10.175,36,0,0,2.275,OscilGen,407,"['src/Synth/OscilGen.cpp', 'src/Synth/OscilGen.h']",1.225,29,46,36,zynaddsubfx-master,music
16,22,25,37,64,9,39.36,1,1,0,6.6,zyn::OscilGen,984,"['src/Synth/OscilGen.h', 'src/Synth/OscilGen.cpp']",1.2,97,409,9,zynaddsubfx-master,music
0,0,0,12,12,0,0,0,0,0,0,zyn::PADnote::@41,0,"['src/Synth/PADnote.h', 'src/Synth/PADnote.cpp']",0,0,0,0,zynaddsubfx-master,music
8,3,13,16,33,8,31.3846153846154,1,1,0,4.53846153846154,zyn::PADnote,408,"['src/Synth/PADnote.h', 'src/Synth/PADnote.cpp']",2.15384615384615,154,160,8,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::PADnote::@41::@42,0,"['src/Synth/PADnote.h', 'src/Synth/PADnote.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,Resonance,0,"['src/Synth/Resonance.cpp', 'src/Synth/Resonance.h']",0,0,0,0,zynaddsubfx-master,music
18,10,18,9,9,3,10.8333333333333,2,1,0,2.27777777777778,zyn::Resonance,195,"['src/Synth/Resonance.h', 'src/Synth/Resonance.cpp']",1.22222222222222,30,86,6,zynaddsubfx-master,music
2,1,2,0,0,0,6,2,0,0,1,SUBnote,12,['src/Synth/SUBnote.cpp'],3,6,2,0,zynaddsubfx-master,music
8,2,19,0,31,14,27.3684210526316,1,1,0,4.73684210526316,zyn::SUBnote,520,"['src/Synth/SUBnote.h', 'src/Synth/SUBnote.cpp']",2.15789473684211,106,248,14,zynaddsubfx-master,music
0,0,0,11,11,0,0,0,0,0,0,zyn::SUBnote::bpfilter,0,"['src/Synth/SUBnote.h', 'src/Synth/SUBnote.cpp']",0,0,0,0,zynaddsubfx-master,music
0,4,0,5,5,0,0,0,0,0,0,zyn::LegatoParams,0,"['src/Synth/SynthNote.h', 'src/Synth/SynthNote.cpp']",0,0,0,0,zynaddsubfx-master,music
0,0,0,3,3,0,0,0,0,0,0,zyn::SynthNote::Legato::@37,0,"['src/Synth/SynthNote.h', 'src/Synth/SynthNote.cpp']",0,0,0,0,zynaddsubfx-master,music
9,18,9,9,14,3,14.3333333333333,3,0,0,3.44444444444444,zyn::SynthNote::Legato,129,"['src/Synth/SynthNote.h', 'src/Synth/SynthNote.cpp']",1.33333333333333,79,35,9,zynaddsubfx-master,music
0,2,0,9,9,0,0,0,0,0,0,zyn::SynthParams,0,"['src/Synth/SynthNote.h', 'src/Synth/SynthNote.cpp']",0,0,0,0,zynaddsubfx-master,music
9,63,9,1,6,1,2.55555555555556,8,0,3,1.11111111111111,zyn::SynthNote,23,"['src/Synth/SynthNote.h', 'src/Synth/SynthNote.cpp']",0.777777777777778,11,16,8,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,zyn::SynthNote::Legato::@38,0,"['src/Synth/SynthNote.h', 'src/Synth/SynthNote.cpp']",0,0,0,0,zynaddsubfx-master,music
2,4,2,4,4,1,12,1,0,2,3,zyn::WatchPoint,24,"['src/Synth/WatchPoint.h', 'src/Synth/WatchPoint.cpp']",2,15,8,1,zynaddsubfx-master,music
2,0,2,0,0,2,5,2,1,0,1.5,zyn::FloatWatchPoint,10,"['src/Synth/WatchPoint.h', 'src/Synth/WatchPoint.cpp']",2,7,7,4,zynaddsubfx-master,music
2,0,2,0,0,2,5,2,1,0,1.5,zyn::VecWatchPoint,10,"['src/Synth/WatchPoint.h', 'src/Synth/WatchPoint.cpp']",2.5,7,7,4,zynaddsubfx-master,music
0,0,0,0,0,0,0,0,0,0,0,WatchPoint,0,"['src/Synth/WatchPoint.h', 'src/Synth/WatchPoint.cpp']",0,0,0,0,zynaddsubfx-master,music
8,5,8,6,6,0,12.625,1,0,0,3.625,zyn::WatchManager,101,"['src/Synth/WatchPoint.h', 'src/Synth/WatchPoint.cpp']",1.375,30,32,0,zynaddsubfx-master,music
7,17,7,12,12,14,30.5714285714286,5,1,0,2.28571428571429,AdNoteTest,214,['src/Tests/AdNoteTest.h'],1,64,66,70,zynaddsubfx-master,music
5,0,5,2,2,1,14.2,5,1,0,1,AllocatorTest,71,['src/Tests/AllocatorTest.h'],0,51,15,5,zynaddsubfx-master,music
4,0,4,1,2,0,9.5,3,1,0,1.5,ControllerTest,38,['src/Tests/ControllerTest.h'],0,18,6,0,zynaddsubfx-master,music
6,0,6,1,7,5,16,2,1,0,3.16666666666667,EchoTest,96,['src/Tests/EchoTest.h'],0,25,31,10,zynaddsubfx-master,music
0,2,0,1,1,0,0,0,0,0,0,EffectTest,0,['src/Tests/EffectTest.h'],0,0,0,0,zynaddsubfx-master,music
11,138,11,13,13,8,27.9090909090909,1,0,0,5.54545454545455,InstrumentStats,307,['src/Tests/InstrumentStats.cpp'],0.363636363636364,193,77,8,zynaddsubfx-master,music
16,0,16,2,9,9,43.1875,15,1,0,1.125,KitTest,691,['src/Tests/KitTest.h'],0.0625,87,173,135,zynaddsubfx-master,music
0,3,0,1,1,0,0,0,0,0,0,MemoryStressTest,0,['src/Tests/MemoryStressTest.h'],0,0,0,0,zynaddsubfx-master,music
16,6,16,5,10,2,21.9375,16,1,0,2.4375,MessageTest,351,['src/Tests/MessageTest.h'],0.875,57,30,32,zynaddsubfx-master,music
4,0,4,2,3,2,16.5,3,1,0,1.25,MicrotonalTest,66,['src/Tests/MicrotonalTest.h'],0,32,10,6,zynaddsubfx-master,music
0,4,0,3,3,0,0,0,0,0,0,MiddlewareTest,0,['src/Tests/MiddlewareTest.h'],0,0,0,0,zynaddsubfx-master,music
9,0,9,5,8,8,23.1111111111111,4,1,0,3.77777777777778,PluginTest,208,"['src/Tests/MiddlewareTest.h', 'src/Tests/PluginTest.h']",0.777777777777778,121,59,32,zynaddsubfx-master,music
0,0,0,1,1,0,0,0,0,0,0,MqTest,0,['src/Tests/MqTest.h'],0,0,0,0,zynaddsubfx-master,music
6,0,6,6,6,5,14.6666666666667,4,1,0,1.33333333333333,OscilGenTest,88,['src/Tests/OscilGenTest.h'],0.5,37,31,20,zynaddsubfx-master,music
5,0,5,12,12,10,43.4,2,1,0,2.8,PadNoteTest,217,['src/Tests/PadNoteTest.h'],0,78,46,20,zynaddsubfx-master,music
1,0,1,0,0,0,8,1,1,0,1,RandTest,8,['src/Tests/RandTest.h'],1,8,1,0,zynaddsubfx-master,music
4,0,4,10,10,2,10.25,2,1,0,1,RtAllocTest,41,['src/Tests/RtAllocTest.h'],0.5,17,17,4,zynaddsubfx-master,music
0,0,0,4,4,0,0,0,0,0,0,SaveOSCTest::@3,0,['src/Tests/SaveOSC.cpp'],0,0,0,0,zynaddsubfx-master,music
1,0,1,3,3,1,10,1,0,0,1,SaveOSC,10,['src/Tests/SaveOSC.cpp'],2,10,4,1,zynaddsubfx-master,music
6,1,12,4,12,3,13,1,0,0,1.66666666666667,SaveOSCTest,156,['src/Tests/SaveOSC.cpp'],1.08333333333333,37,46,3,zynaddsubfx-master,music
4,0,4,10,10,7,27.75,2,1,0,2.5,SubNoteTest,111,['src/Tests/SubNoteTest.h'],0,55,27,14,zynaddsubfx-master,music
0,4,0,1,1,0,0,0,0,0,0,UnisonTest,0,['src/Tests/UnisonTest.h'],0,0,0,0,zynaddsubfx-master,music
4,0,4,7,7,2,7.25,4,1,0,1,WatchTest,29,['src/Tests/WatchTest.h'],0.5,10,8,8,zynaddsubfx-master,music
5,0,5,1,3,0,5.4,5,1,0,1,XMLwrapperTest,27,['src/Tests/XMLwrapperTest.h'],0,10,5,0,zynaddsubfx-master,music
9,1,9,0,5,6,19.2222222222222,5,1,0,4.55555555555556,BankView,173,"['src/UI/BankView.cpp', 'src/UI/BankView.h']",1.88888888888889,57,40,30,zynaddsubfx-master,music
4,2,7,0,5,0,5.71428571428571,5,1,0,1.14285714285714,BankViewControls,40,"['src/UI/BankView.h', 'src/UI/BankView.cpp']",2,22,18,0,zynaddsubfx-master,music
7,2,7,0,5,1,9,1,1,0,1.71428571428571,BankSlot,63,"['src/UI/BankView.h', 'src/UI/BankView.cpp']",1.85714285714286,19,22,1,zynaddsubfx-master,music
3,0,3,0,0,3,11.6666666666667,3,2,0,3,BankList,35,"['src/UI/BankView.h', 'src/UI/BankView.cpp']",2.33333333333333,25,9,9,zynaddsubfx-master,music
17,0,17,0,2,2,11.7058823529412,17,1,0,2.23529411764706,UI_Interface,199,['src/UI/Connection.cpp'],1.58823529411765,52,19,34,zynaddsubfx-master,music
8,0,8,1,1,0,7.25,8,0,0,1.625,Connection,58,"['src/UI/Connection.cpp', 'src/UI/Connection.h']",1.625,19,9,0,zynaddsubfx-master,music
2,0,2,1,1,1,6,2,1,0,1,RtDataUI,12,['src/UI/Connection.cpp'],2,9,3,2,zynaddsubfx-master,music
0,0,0,1,1,0,0,0,0,0,0,uiPorts,0,['src/UI/Connection.cpp'],0,0,0,0,zynaddsubfx-master,music
6,6,6,0,0,0,3.5,6,0,0,1,ConnectionDummy,21,['src/UI/ConnectionDummy.cpp'],1.83333333333333,4,6,0,zynaddsubfx-master,music
10,0,14,4,15,3,22.5714285714286,5,1,0,4.57142857142857,EnvelopeFreeEdit,316,"['src/UI/EnvelopeFreeEdit.cpp', 'src/UI/EnvelopeFreeEdit.h']",1.42857142857143,113,63,15,zynaddsubfx-master,music
5,0,9,0,4,3,17.2222222222222,3,1,0,3.55555555555556,Fl_EQGraph,155,"['src/UI/Fl_EQGraph.H', 'src/UI/Fl_EQGraph.cpp']",1.66666666666667,69,32,9,zynaddsubfx-master,music
4,0,4,0,0,1,3.5,4,1,0,1,Fl_Osc_Button,14,['src/UI/Fl_Osc_Button.H'],2,4,5,4,zynaddsubfx-master,music
8,0,8,1,3,2,5.875,3,1,0,1.5,Fl_Osc_Check,47,['src/UI/Fl_Osc_Check.H'],1.75,15,23,6,zynaddsubfx-master,music
9,1,9,0,2,3,5.66666666666667,4,1,1,1.33333333333333,Fl_Osc_Choice,51,"['src/UI/Fl_Osc_Choice.H', 'src/UI/Fl_Osc_Choice.cpp']",1.77777777777778,10,30,12,zynaddsubfx-master,music
9,0,9,1,3,2,5.33333333333333,5,1,0,1.22222222222222,Fl_Osc_Counter,48,"['src/UI/Fl_Osc_Counter.H', 'src/UI/Fl_Osc_Counter.cpp']",1.77777777777778,14,27,10,zynaddsubfx-master,music
15,1,15,0,3,5,8.6,12,2,0,1.86666666666667,Fl_Osc_Dial,129,"['src/UI/Fl_Osc_Dial.H', 'src/UI/Fl_Osc_Dial.cpp']",1.4,39,48,60,zynaddsubfx-master,music
10,0,10,0,1,5,7.1,9,2,0,1.3,Fl_Osc_DialF,71,"['src/UI/Fl_Osc_DialF.H', 'src/UI/Fl_Osc_DialF.cpp']",1.6,15,32,45,zynaddsubfx-master,music
4,0,4,0,0,1,3.75,4,1,0,1,Fl_Osc_Input,15,['src/UI/Fl_Osc_Input.H'],2,5,6,4,zynaddsubfx-master,music
16,41,16,0,0,0,1,16,0,1,1,Fl_Osc_Interface,16,['src/UI/Fl_Osc_Interface.h'],1.6875,1,17,0,zynaddsubfx-master,music
9,0,10,0,2,3,6.2,3,1,0,1.1,Fl_Osc_ListView,62,['src/UI/Fl_Osc_ListView.H'],1.5,12,37,9,zynaddsubfx-master,music
6,0,6,0,0,1,4.83333333333333,4,1,0,1.16666666666667,Fl_Osc_Numeric_Input,29,['src/UI/Fl_Osc_Numeric_Input.H'],1.66666666666667,7,10,4,zynaddsubfx-master,music
10,0,10,0,2,2,5,6,1,0,1.2,Fl_Osc_Output,50,"['src/UI/Fl_Osc_Output.H', 'src/UI/Fl_Osc_Output.cpp']",1.5,9,24,12,zynaddsubfx-master,music
6,18,6,2,2,1,7.33333333333333,6,0,2,2.5,Fl_Osc_Pane,44,"['src/UI/Fl_Osc_Pane.H', 'src/UI/Fl_Osc_Pane.cpp']",1.16666666666667,15,7,6,zynaddsubfx-master,music
4,0,4,1,1,2,5.75,2,1,0,1.25,Fl_Osc_Group,23,['src/UI/Fl_Osc_Pane.H'],2,9,13,4,zynaddsubfx-master,music
7,0,7,0,4,2,10.7142857142857,5,1,0,2.42857142857143,Fl_Osc_Window,75,['src/UI/Fl_Osc_Pane.H'],1.42857142857143,32,22,10,zynaddsubfx-master,music
