,Current_group_location,analizo_cbo_quantile_upper,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_cbo_variance,analizo_sc_variance,analizo_npm_kurtosis,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,IF4_per_module,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_mmloc_variance,analizo_amloc_kurtosis,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_acc_quantile_min,new_dir_name,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo__module,analizo_acc_standard_deviation,analizo_anpm_sum,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,lines_of_comment_per_module,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_acc_variance,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_dit_quantile_median,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_dit_standard_deviation,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,lines_of_code_per_module,analizo_noc_quantile_upper,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,rejected_lines_of_code,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_mmloc_mode,analizo_noa_quantile_min,analizo_lcom4,analizo_noa_quantile_lower,analizo_noa_mode,analizo_npm,analizo_loc_quantile_min,analizo_noa_quantile_median,is_source,analizo_acc_quantile_median,analizo_accm_kurtosis,analizo_sc_sum,McCabes_cyclomatic_complexity_per_line_of_comment,analizo_dit,analizo_npa_mean,analizo_acc_mode,analizo_anpm_mode,analizo_noa_variance,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_npa_standard_deviation,analizo_noa_quantile_max,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_lcom4_mean,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_change_cost,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_anpm_standard_deviation,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,IF4_visible,lines_of_comment,analizo_nom_kurtosis,analizo_amloc_quantile_ninety_five,analizo_cbo_skewness,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_acc,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,analizo_total_modules_with_defined_attributes,analizo_noc_standard_deviation,IF4,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_rfc_quantile_min,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_cbo,analizo_dit_quantile_upper,analizo_accm,lines_of_code,analizo_cbo_standard_deviation,analizo_npm_quantile_upper,analizo_noc_quantile_ninety_five,analizo_npa_quantile_upper,analizo_nom_quantile_upper,lines_of_code_per_line_of_comment,analizo_amloc,analizo_amloc_quantile_median,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,McCabes_cyclomatic_complexity_per_module,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_sc,analizo_noc,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_dit_quantile_lower,analizo_amloc_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_rfc,analizo_nom_variance,analizo_npa_quantile_max,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_accm_mean,analizo_loc_sum,analizo_amloc_mode,analizo_noa,analizo_loc_standard_deviation,analizo_nom,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,number_of_modules,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,IF4_visible_per_module,analizo_acc_quantile_ninety_five,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,source_lang,analizo_acc_quantile_max,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_npm_quantile_median,analizo_npa,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_loc_mean,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_mmloc,analizo_dit_quantile_ninety_five,analizo_loc,analizo_total_nom,analizo_amloc_quantile_max,analizo_npm_standard_deviation,analizo_cbo_quantile_median,analizo_lcom4_skewness,analizo_loc_variance,analizo_cbo_quantile_min,McCabes_cyclomatic_complexity,analizo_rfc_mean,analizo_lcom4_variance,analizo_mmloc_quantile_median,analizo_dit_sum,analizo_anpm,analizo_total_eloc,analizo_npm_quantile_ninety_five,analizo_amloc_variance
/home/se-metrics/root/github-analysis-categories/processed//chess/Chessly-master,,4,3.60500621304,3,1,4,2,17.9340659341,811.136573371,9.04589551556,1.92848126075,8170,188,,1,3,8315.55691822,130.301347104,14.8491639881,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/Chessly-master,1,150.634188954,13.0193078968,132.066814401,,4.3133587197,117.900844169,35,0,5.70150361278,,0,3.50208648235,5,28.3100440261,2,17.1735084083,18.6050634448,1,1.8,5,50,1,66.8611802562,0,7.03487812391,7138,2,33,2,0.763142991866,22.3872153786,17.9169534579,25,0,6,2,,0,0.521978021978,85.9193800694,1429,0.236263736264,2.63736263736,,17.3333333333,7,341,1349,1,0,,0,0,,1,3,True,1,21.0075399478,1747,,,1.87362637363,0,0,294.929391051,474,5.11224515471,7.32967032967,480,1,11.4920326488,150,0.647806836094,5,0,3,9.5989010989,44.8901098901,5.32417582418,3.48901098901,10.6669505061,0,58.6573513431,7.25,0.0143889259911,39.0135494086,0.05,0.582387226034,969,0,0,0.663902225298,46,182,,,8.45114054273,44.5,3.41096912132,3.47315774131,9,10.75,0.888622427296,0,,28.4804595007,6,6220.94590492,470,0.440766164755,431.839370419,557,10.2873076616,1.51349807165,10,2.95906088495,16,4,1,635,58,134,0.942667718391,,46,114.75,1,1061,3,,1,,,4.23486315411,6,2,0,8,,,9,0,1,11.8433551505,1,,3.66666666667,0.511904761905,2.77227043163,0,0,33.75,,,144,0,0,1,1334,8.115469896,0,,105.828698925,149,3.71903997306,182,7.85164835165,2.37274379351,22515,1,,223.59016333,,43,91.1896755023,1.4146017732,,286,78.8729732223,34,6,0,1,1.43347306325,,10,17.6945123053,2.6043956044,0,3220.40123957,4,20.7316468254,Java,33,0,0,1,22515,2,,3.76201438011,0,16.8245223759,2.81473922964,32,4.8590509168,123.708791209,41.7078144962,13,11,,2,,1429,533,8.17686860945,1,4.37050183299,49992.5611378,0,,39.2197802198,23.610375812,22.5,95,,,24,1739.54179005
/home/se-metrics/root/github-analysis-categories/processed//chess/lucaschess-master,,,,,,,,,,,,,,,,,,,,,,/home/se-metrics/root/github-analysis-categories/processed//chess/lucaschess-master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/se-metrics/root/github-analysis-categories/processed//chess/SchlachtenSchach-master,,3,0.554095874927,4,4,2,4,4.21921182266,68.5665024631,10.0125938647,1.62588710802,869,123,87.672,2,14,880.391625616,0.0735858398691,7.31023436685,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/SchlachtenSchach-master,1,7.51744689473,2.58004096013,3.4236453202,,3.09814818359,33.257340372,8,0,1.26401041952,10.879,0,2.17364313344,34,29,2,4.86593669312,9.59852216749,1.22222222222,2.07692307692,5.5,38,1,32.4014778325,1,2.28100569329,733,2,32,4,0.483725281315,0.0135794371786,4.4377809728,14,0,6,2,23.293,0,0.655172413793,5.54846709058,173,0.206896551724,1.8275862069,128,6,6,27,338,6,0,,0,0,,5,2,True,0,-1.03706475033,172,0.326,,0.931034482759,0,2,23.6773399015,52,5.38516480713,4.03448275862,53,1,1.85030952011,16,1.14680484042,10,0,1,5.93103448276,29.9655172414,5.48275862069,2.89655172414,0.952219574333,0,5.53464689891,9,0.064039408867,0.609020748486,0.16,0.233990147783,159,0,0,1.2247158381,29,29,5085,631,7.62054838145,34,1.31127597446,1.74323090699,8,12,1.24137931034,0.470588235294,,8.28048926471,5,1204.20689655,151,1.49992888409,79.3436597716,279,6.16141657309,-1.64372469636,6,2.75636460807,22,1,1,84,30,19,1.11417202906,5085,47,84,1,138,3.875,,1,,1351,2.0540720101,7,0,1,8,2.141,,9.33333333333,0,1,2.65131608651,3,3.552,6.33333333333,1,11.1614741551,0,1,21,,,89,0,0,2.41666666667,117,2.12815076293,0,,37.9630541872,8,2.64350888801,29,5.96551724138,2.73598826799,2218,None,,85.8959589477,,6,29.6713940626,2.80114744589,58,32,34.7016843475,17,5.5,0,2,-0.689096365663,87.672,10,13.8056627956,1.79310344828,0,400.364221073,4,19.125,Java,12,0,0,1,2218,4,,2.72141389819,0,1.69739278504,2.43845738386,8,2.11026111428,76.4827586207,9.94666767275,14,7,,1,,173,38,5.69222960118,2,0.929577815811,7378.11576355,0,206,25.275862069,4.45320197044,25,19,,,14,98.9361977922
/home/se-metrics/root/github-analysis-categories/processed//chess/FourChess-master,,1,0.331155021326,2.5,1,1,0.5,0.44696969697,7.87878787879,-0.702770423095,2.04925407146,296,86,0.000,1,7,476.424242424,-1.18417852933,0.107581243489,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/FourChess-master,1,0,2.13534715977,0,,0.668557923422,15.9317460317,6,1,1.30046135559,4.067,0,0.735202450692,10,0,3,3.7859388972,0.44696969697,1,2.55,4.58333333333,31.25,1,34.3863636364,1,3.1416884907,294,1,10,1,0.514928650544,0.614366442632,-0.189600689457,10,0.583333333333,3.75,1.75,47.667,0,0.583333333333,0.743571874964,85,0,0.583333333333,34,6.38888888889,0,0,440,4,0,,0,0,,1,1.5,True,0.5,-1.69322167918,16,3.574,,0,0,2,14.3333333333,7,0,2.83333333333,7,1,0,10,1.32764550265,4.75,0,1,1.33333333333,24.6666666667,5.75,2.08333333333,0.404842439474,0,10.3366153846,12.25,0.0530303030303,0.346978710851,0.19,0.265151515152,69,0,0,0.81935817136,17,12,0,61,-0.728856734057,28,0.735202450692,1.62365508905,1,0,0,0.666666666667,,2.80691786107,0,1005,86,0.671347812975,36.5126984127,440,6.99945885354,-2.26285714286,2,0.9472493703,14.5,0,1,25,20,7,0,0,29,172.5,1,72,4.89285714286,,1,,715,0.668557923422,10.5,0,0,12.5,11.721,,11.7464285714,0,1,0,1,14.533,3,0.825,-0.597613874503,0,1,39,,,72,0,0,1,34,1.16632874776,0,,48.9924242424,0,4.1994422494,12,7.08333333333,3.04272486772,1223,16,,137.995031751,,0,21.8271446237,0.810947892345,15,10,31.7017349683,20,6.38888888889,0,2,-0.388403324982,0.000,2,12.3697751323,0.583333333333,0,148.437301587,3.5,17.2708333333,Java,2,0,0,1,1223,2.5,,1.28981037269,0,-0.189600689457,0.932820793351,2,1.83195540504,101.916666667,9.05542513725,7,6,,1,,85,28,5.86398871387,0.5,1.45079285395,19042.6287879,0,218,24.5,3.35606060606,18.5,7,,,17,82.0007244163
/home/se-metrics/root/github-analysis-categories/processed//chess/OpenChess-master,,2,2.07056827745,3,1,1,1,1.03384615385,25.9215384615,1.8773969179,0.705806596267,299,20,4.740,1,3,98.9,-0.308949034913,2.41142055197,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/OpenChess-master,1,1.61526900024,7.17727242556,0.98,,2.03960780544,35.8571428571,7,0,1.29648917274,9.840,0,2.35952225088,3,20.4817253426,3,1.7333826423,4.16,1,1,4.0625,13,1,6.15538461538,1,2.22123914903,168,1.5,14,1,0.744208407535,2.53420702191,5.26886496656,5,0,2.75,1,11.520,0,0.923076923077,1.86569893126,76,0.307692307692,0.923076923077,113,3.66666666667,6,13,144,5,0,,0,0,,3,0,True,0,3.84553645136,83,0.057,,0.5,0,1,3.00461538462,26,4.44160586776,1.26923076923,24,1,0.989949493661,6,1.37912087912,2,0,2,3.19230769231,11.5,2.65384615385,2.23076923077,0.744615892493,0,5.44595070243,5,0.04,0.978058508387,0.11,0.553846153846,69,0,0,1.0116303959,10,26,237,492,0.890802192744,14.4,0.658590228072,2.47413553662,5.5,0,1.50153846154,0.575,,5.09131991349,3,44.6584615385,27,1.02339605791,35.1761904762,74,2.52860557499,-1.09510869565,3,1.53760136361,5,0,1,58,10,12,1.22537278472,237,11.5,31,1,39,1.10714285714,,1,,576,1.01678225488,3.75,2,0,4.75,1.171,,5.5,0,1,1.7419977554,1,0.560,3,1,-0.956739732119,0,1,9.75,,,35,0,0,1,33,1.52833810269,0,,6.39384615385,3,0.498162951334,26,2.92307692308,1.35293040293,646,3,,31.908233806,,8,9.94484791236,0.484302595906,50,21,6.68269867183,7,2.8,0,1.95833333333,0.126905909001,4.740,5,7.78507326007,1,0,202.411904762,2,12.125,Java,8,0,0,1,646,1.5,,1.58029437408,0,-0.826828693434,1.2835805412,3,1.75060429127,24.8461538462,4.89038899898,3,7,,2,,76,20,2.48100475924,1,1.70136316326,1018.13538462,0,28,6.46153846154,3.06461538462,9.5,24,,,7,23.9159045613
/home/se-metrics/root/github-analysis-categories/processed//chess/stockfish.js-master,,8.5,2.565023667,4,3,6,10,23.8839406208,332.236167341,10.9833267388,3.55370081409,1674,226,0.000,2,17,2308.17813765,5.92721419858,17.6589215255,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/stockfish.js-master,1,9.26599381519,8.12962493222,89.4655870445,,4.10095278749,40.8986672088,27,1,2.59436635357,35.211,0,1.29386694678,9,16.7794010226,2.17647058824,9.50395897336,16.8178137652,1,1.77777777778,4.33333333333,65.5,1,157.360323887,0,1.55470758414,1815,3,60,1,0.2699527624,22.826486604,1.15537875123,40,0,6,2,143.237,0,0.0769230769231,2.28359195838,344,0.0512820512821,4.89743589744,588,17,1,174,1133,5,0,,1,1,,1,2,True,2,6.77076661483,586,1.354,,4.46153846154,1,1,90.3252361673,150,4.23325628895,6.12820512821,191,1,9.45862500814,40,1.04868377459,12.5,0,1,15.0256410256,42.9230769231,8.46153846154,3.61538461538,2.34240857737,0,2.00092815689,9.5,0.101214574899,7.01413117891,0.70,0.0728744939271,330,0,0,0.672266225905,65,39,0,1338,13.2775432455,85,0.879578597727,2.96084997646,22,3,0.0499325236167,0.5,,18.2273466896,40,6674.62348178,459,0.451941878492,122.436907021,1049,13.3611215155,9.3953953954,15,3.1330579595,15,1,1,141,72,32,0.223455865031,0,52,97.5,1,198,3.16666666667,,0,,5443,4.8871198697,8,1,3.5,8,4.068,,7.66666666667,0,1,3.02677373184,1,47.658,2.54838709677,1,-0.771013681267,0,0,40,,,169,0,0,1,239,1.61818395634,0,,178.519568151,40,12.628789476,39,8.82051282051,3.13940787233,5485,1,,269.214108411,,2,48.043502554,0.342482136614,38,72,81.6983689053,35,13.2352941176,1,1.58333333333,3.30388133081,0.000,14,17.6187706927,3.84615384615,0,687.132057016,5,19.95,C++,16,0,0,1,5485,4,,3.91463672402,1,0.0169830541511,3.39168506921,18,4.34447855641,140.641025641,22.5709551991,20,10,,1,,344,103,12.5443343341,4,4.3531549309,72476.2361673,0,1811,46.5384615385,18.8744939271,21,3,,,35,509.448018602
/home/se-metrics/root/github-analysis-categories/processed//chess/Napoleon-master,,5,2.21990537335,3,2,4,5,10.6753968254,153.971428571,14.8627986671,2.07722958841,1822,209,126.179,2,2,7117.21587302,2.81866510758,19.0908507463,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/Napoleon-master,1,33.3804624998,12.4143607913,721.485714286,,3.9290331619,49.2723362341,17,1,5.46306247292,16.538,0,1.69292970816,8,0,3,26.9232890276,15.4373015873,1,1.45,4.55357142857,49.75,1,99.2214285714,0,2.33865427476,1634,2,50,2,0.166666666667,10.5796748236,2.07058282006,27,0,6.25,2,81.692,0,0.0277777777778,6.62840916427,305,0,3.19444444444,337,10.6666666667,0,252,1371,5,0,,0,0,,4,2,True,1,6.20796665575,318,0.975,,7,0,1,724.863492063,103,0,8.77777777778,115,1.75,26.8604861141,161,1.3686760065,5.75,0,1,8.83333333333,50.6111111111,7.41666666667,3,1.84257184073,0,5.80203506332,5,0.081746031746,31.4021243512,0.37,0.0277777777778,267,0,0,0.97323598442,55,36,4921,645,18.7338287357,61,0.88881188081,3.29635910206,12,0,0,0.79197761194,,12.4085224169,20,8238.47301587,503,0.94718828137,86.3699723667,749,11.6262906776,36,10,3.46802984094,10,0,1,108,67,23,0,4921,40,175,2,363,3.18955223881,,0,,3186,3.26732257749,8,0,3.25,10,4.940,,8.3,0,1,5.69409194626,1,16.128,3.8,1,-0.413113599756,0,0,39.25,,,305,0,0,1,316,2.60242987391,0,,135.170634921,161,4.31488276296,36,8.47222222222,2.39916589907,5311,5,,269.202577584,,0,84.3635932913,0.503702938424,39,51,90.7660344836,25,6.3125,0,2.09615384615,6,126.179,12,14.8222470813,2.86111111111,0,533.600894927,5,18.9656716418,C++,14,0,0,2,5311,4,,4.07150357245,0,-0.054716629233,3.9099366981,11,3.18926771711,147.527777778,16.1397821588,13,10,,0,,305,62.6666666667,9.96099536048,3,3.04391666979,72470.0277778,0,629,45.3888888889,10.1714285714,13,1,,,25,260.492568133
/home/se-metrics/root/github-analysis-categories/processed//chess/Battle-Chess-Game-master,,3,0.861576976426,2,2,2,2,2.42640692641,6.37229437229,0.129736065702,1.37190484711,515,54,32.846,2,8,460.253246753,9.07622170933,3.46518194145,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/Battle-Chess-Game-master,1,22,2.1059765145,0.0454545454545,,3.41279740787,32.9595238095,5,1,1.4687410516,2.154,1,2.29440192291,22,8.085,2.5,2.95858864211,11.6471861472,1.29861111111,2,8.125,26.5,1,5.61255411255,1,1.04036002559,353,2,6,2,0.428932027229,3.44158773155,5.14107234467,7,0.25,3.75,2,21.641,0,0.772727272727,5.05462651981,78,0.545454545455,1.95454545455,50,5.71428571429,6,1,195,12,0,,0,0,,7,0,True,0,-0.0656212487935,68,1.631,,0.0454545454545,0,1,8.75324675325,41,3.05867618423,1.90909090909,43,1,0.213200716356,10,1.49816017316,8,2,1,3.09090909091,23.4090909091,3.22727272727,1.95454545455,2.57213629167,0,1.0518912239,9.5,0.0887445887446,1.26122273916,0.16,0.183982683983,71,0,0,0.800003351352,9,22,1281,84,0.0332211817409,23,0.664538717562,1.71147872428,4.75,8.5,3.11688311688,1,,2.5243403836,0,228.712121212,59,0.640005362174,53.6373015873,141,2.82383178926,-0.057213622291,5,1.21483981079,21.25,2,1,43,10,9,1.76546965901,1281,29,48.25,1,94,3.375,,1,,844,1.55769282158,5.25,6,0,5.25,10.048,,11,0,1,4.69041575982,7,3.513,3,1.08333333333,-1.08726932095,0,1,18.75,,,61,0,1,3.375,42,2.19754617013,0,,7.97402597403,1,1.88212290953,22,3.54545454545,2.43805916306,1084,11,,51.5171555505,,12,21.4535136226,0.35713018442,39,10,15.1232311763,9,4.8,0,2.375,-1.39882303468,32.846,9,13.6353715729,1.86363636364,0,299.978174603,2,16.375,Java,13,1,2,2,1084,2,,1.99200771296,0,-0.648107069393,1.22457026979,5,1.13293856124,49.2727272727,8.95425607622,10.5,5,,1,,78,47,2.36908296869,1,1.82545482398,2654.01731602,0,137,16.0454545455,1.28354978355,17,17,,,7,80.1787018785
/home/se-metrics/root/github-analysis-categories/processed//chess/stockfish.pexe-master,,6.25,2.95855553241,4.25,3,6.25,5.5,17.1737179487,369.692307692,15.1708098945,3.42870731826,1533,66,0.000,2,17,2408.225,5.90097552142,31.6523014394,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/stockfish.pexe-master,1,19.0891952468,26.7175869177,50.4,,4.14782921291,37.4456349206,27,1,3.22324428572,31.026,0,1.61336640036,9,17.2853185596,2,7.39559813638,17.2044871795,1,1.68333333333,4.125,39.25,1,142.028205128,0,2.88128687822,1351,2,40,3,0.36162028534,21.4002757517,2.35428012191,15,0,6,2,93.282,0,0.15,3.44935142722,300,0.05,3.825,390,17,1,124,1019,21,0,,1,0,,1,2,True,1,8.86673508291,480,1.062,,3.1,0,1,54.6948717949,129,4.29214521773,4.85,153,1,7.09929573972,40,0.936140873016,9,0,1,12,38.325,7.15,3.5,2.52495137044,0,9.684280646,7.5,0.0826923076923,12.9472166412,0.44,0.130769230769,286,0,0,0.616165618125,65,40,0,1210,17.5033549527,80,0.970419445519,4.84033846657,12.5,3,0.0487179487179,0.482142857143,,19.2273843175,12,5076.99935897,450,0.37966006896,113.013492063,258,12.7741726613,2.26257216969,12,3.727764403,12.5,1,1,140,72,32,0.220721427863,0,32.5,81.25,1,198,2.39583333333,,0,,3638,4.14411847667,7,0,3,7.25,3.007,,7,0,1,4.01656920885,1,32.949,2,1,-0.976175619029,0,0,31,,,169,0,0,1,194,1.98143567115,0,,163.179487179,40,11.7560338743,40,7.5,2.82533730159,3329,1,,166.499632324,,2,49.0736691108,0.261182648989,39,96,71.2530656111,35,11,0,1.39236111111,2.03761275331,0.000,9,16.2664980159,3.225,0,650.659920635,4,14.8645833333,C++,17,0,0,1,3329,3,,5.40187803743,0,-0.0864584064549,3.96766322295,14,4.39696865276,83.225,23.850056096,17,8,,1,,300,103,11.9175586899,2.5,4.17964650803,27722.1275641,0,1285,33.775,19.3333333333,20.5,6,,,35,568.825175785
/home/se-metrics/root/github-analysis-categories/processed//chess/Chess-Connoisseurs-master,,3,2.57420902511,5,0,2,4.5,5.85762711864,272.138700565,3.03850896439,0.972427269056,1302,68,27.404,0,8,735.46779661,5.35973068695,32.9764937198,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/Chess-Connoisseurs-master,1,37.4805343668,39.173900114,0.751412429379,,5.12650694395,48.0975842785,15,0,3.38387185843,12.615,0,3.10178274454,10,16.0322845086,2,4.92345361309,26.2810734463,1,1.31666666667,3.49242424242,27,1,15.3344632768,0,3.03803137343,1412,3,30,6,0.723105356039,3.73639065023,10.4221452388,9,0,3,3,29.712,0,0.55,17.5158473328,402,0.4,2.2,171,6.33333333333,6,10,1004,3,0,,0,0,,1,1,True,0,8.81046509555,623,0.151,,0.166666666667,0,0,24.2403954802,145,3.88047008039,2.61666666667,132,2,0.866840486698,28,0.801626404641,6.75,0,3,10.3833333333,21.7,3.56666666667,3.98333333333,2.04326217551,0,11.1078668188,5,0.0409604519774,13.3540912686,0.15,0.522881355932,214,0,0,0.695719045766,19,60,1425,656,3.72397460368,18.3333333333,1.1083430881,5.83856581599,12.5,10.1666666667,1.39661016949,0,,16.4966269451,0,1530.86327684,282,0.484024990641,98.8352946074,170,5.40965865648,1.10069954878,7,1.52157166413,14.25,6,1,239,26,35,1.18178262362,1425,35.5,67.75,1,176,2,,1,,1545,2.42025352363,6,2,0,8,2.355,,6.0974025974,0,1,5.96398205185,1,1.904,2.5,0.666666666667,-0.466743237263,0,0,28,,,59,0,0,1,157,3.54651848743,0,,29.2644067797,6,0.945614793604,60,6.7,1.64725491012,4117,3,,135.97894798,,24,27.1195095201,0.567520888329,52,90,39.1262479269,17,3.33333333333,0,1.33333333333,1.211034569,27.404,10,8.39909214968,2.41666666667,0,503.945528981,5.5,11.3692307692,Java,25,0,0,3,4117,3,,5.21469250995,0,0.216486707203,1.87214652996,9,2.94866626941,68.6166666667,7.1902222526,10.5,10,,2,,402,38.6153846154,3.9159243196,1,1.75670653904,18490.2742938,0,99,23.5333333333,8.69463276836,14.5,33,,,11,51.6992960417
/home/se-metrics/root/github-analysis-categories/processed//chess/HS-Chess-master,,1,-0.0722123019488,4.25,7,1,4,1.17424242424,29.2727272727,8.1607515574,1.77045831984,626,161,8.000,5.5,34,1769.96969697,-1.17195331255,5.69916400192,0,0,/home/se-metrics/root/github-analysis-categories/processed//chess/HS-Chess-master,1,6.24221453287,4.36160073857,1.54545454545,,2.2746961169,11.9963003663,6,2,1.85653336686,5.414,1,3.23696158728,None,12,1.46153846154,7.02107217919,5.17424242424,2.39583333333,3.80357142857,8.9375,74.75,None,35.1818181818,1.5,2.64499591387,512,4,20,7,0.866025403784,-0.407150456728,10.8164454039,22,0.5,4.25,5.5,45.103,0,1.25,-0.386012561435,109,0.5,0.916666666667,32,6.42857142857,6,6,551,None,0,,0,0,,13,1,True,0,-0.903462636972,48,0.924,,0.5,0,1.14285714286,49.2954545455,11,3.46410161514,4.25,11,2.75,1.24316312102,22,0.999691697192,22.25,0,2,4,52.1666666667,7.5,3.58333333333,-0.0835532516415,0,8.20689145223,14.5,0.0833333333333,2.89556742914,0.18,0.75,90,0,0,0.303114196159,25,12,232,157,1.64678584214,33.2857142857,2.2493206583,1.76871661629,4,25,3,0.8825,,5.41042764232,4,1811.51515152,161,0.0918782159131,42.446007326,551,6.93421468757,-1.44646464646,4,2.60339750234,80.25,1,2,43,25,7,1.73205080757,232,144,195.5,2,133,4.50641025641,,2,,1308,1.08362466945,7.25,6,0,9.25,8.331,,19.489010989,0,1,2.55515188195,7,5.000,1.46153846154,1.07142857143,-0.398707021221,0,2,42.5,,,133,0,0.75,3.76,51,0.797097496648,0,,48.0833333333,4,3.13452266228,12,9.08333333333,3.53716727717,1967,None,,145.446933986,,6,42.071007796,-0.528593362508,29,20,42.5618978843,25,6.42857142857,0,1.14285714286,-0.566852991568,8.000,8,17.9932478632,0.916666666667,0,215.918974359,7,23.7625,Java,8,0,4,4,1967,7,,2.19193280795,0,6.61840582726,1.50989308377,4,1.56427928995,163.916666667,10.016614497,33,6,,2,,109,33.2857142857,5.93142631934,1,-0.526855154387,21154.8106061,0,145,42.6666666667,2.44696969697,43.5,15,,,25,100.332565982
