analizo_loc,analizo_rfc,analizo_npm,analizo_acc,analizo_dit,analizo_npa,analizo_anpm,analizo_cbo,analizo_mmloc,analizo_accm,analizo_noc,analizo__filename,analizo_noa,analizo__module,folder,analizo_lcom4,type,analizo_nom,analizo_amloc,analizo_sc
60,13,2,1,0,11,2,0,44,2,0,['robil/C25_ekf/test/test_robot_pose_ekf.cpp'],11,test_robot_pose_ekf,robil,2,external_repositories,2,30,0
30,5,2,0,0,2,2,1,16,1,0,['robil/C25_ekf/test/test_robot_pose_ekf_zero_covariance.cpp'],2,test_robot_pose_ekf_zero_covariance,robil,2,external_repositories,2,15,2
22,3,2,0,1,0,2,1,19,3,0,['robil/C27_ScorePerception/src/ScorePerception.cpp'],0,task_untilCompletion,robil,2,external_repositories,2,11,2
33,15,5,1,0,3,1,0,15,1.2,0,['robil/C27_ScorePerception/src/ScorePerception.cpp'],3,ScorePerception,robil,2,external_repositories,5,6.6,0
65,17,3,6,0,0,2.83333333333333,3,47,2.33333333333333,0,"['robil/C31_PathPlanner/src/AStar.cpp', 'robil/C31_PathPlanner/src/AStar.h']",1,AStar,robil,3,external_repositories,6,10.8333333333333,9
3,1,1,2,0,3,0,0,3,1,0,"['robil/C31_PathPlanner/src/AStar.h', 'robil/C31_PathPlanner/src/AStar.cpp']",3,BStarParameters,robil,1,external_repositories,1,3,0
118,35,2,5,0,0,3,5,79,3.2,0,"['robil/C31_PathPlanner/src/AStar.h', 'robil/C31_PathPlanner/src/AStar.cpp']",6,BStar,robil,2,external_repositories,5,23.6,10
4,4,2,0,0,0,1.5,1,3,1,0,"['robil/C31_PathPlanner/src/AStar.h', 'robil/C31_PathPlanner/src/AStar.cpp']",1,BStar::QTComparison,robil,2,external_repositories,2,2,2
0,0,0,0,0,0,0,0,0,0,0,"['robil/C31_PathPlanner/src/AStar.h', 'robil/C31_PathPlanner/src/AStar.cpp']",0,BStar::NoPathException,robil,0,external_repositories,0,0,0
4,4,2,0,0,0,1.5,1,3,1,0,"['robil/C31_PathPlanner/src/AStar.h', 'robil/C31_PathPlanner/src/AStar.cpp']",1,AStar::QTComparison,robil,2,external_repositories,2,2,2
3,3,1,0,0,0,2,1,3,1,0,"['robil/C31_PathPlanner/src/AStar.h', 'robil/C31_PathPlanner/src/AStar.cpp']",0,BStar::lowest_first,robil,1,external_repositories,1,3,1
132,111,7,4,0,2,1.76470588235294,3,11,3.23529411764706,0,"['robil/C31_PathPlanner/src/AltTransforms.cpp', 'robil/C31_PathPlanner/src/AltTransforms.h']",2,AltTransforms,robil,2,external_repositories,17,7.76470588235294,6
9,3,2,6,0,3,0.5,0,5,1,0,"['robil/C31_PathPlanner/src/AltTransforms.h', 'robil/C31_PathPlanner/src/AltTransforms.cpp']",3,AltTransformsParameters,robil,2,external_repositories,2,4.5,0
8,2,1,0,0,0,1,1,8,2,0,['robil/C31_PathPlanner/src/ConvertorC11.hpp'],0,ConvertorC11,robil,1,external_repositories,1,8,1
144,35,10,0,0,0,1.8,5,27,2.7,0,['robil/C31_PathPlanner/src/ConvertorC22.hpp'],0,ConvertorC22,robil,5,external_repositories,10,14.4,25
11,2,1,0,0,0,1,1,11,2,0,['robil/C31_PathPlanner/src/ConvertorC23.hpp'],0,ConvertorC23,robil,1,external_repositories,1,11,1
10,16,4,0,0,0,0.25,1,3,1,0,['robil/C31_PathPlanner/src/Events.hpp'],2,Events::Queue,robil,1,external_repositories,4,2.5,1
33,17,4,5,0,0,1,0,10,2.16666666666667,0,['robil/C31_PathPlanner/src/Events.hpp'],2,Events,robil,2,external_repositories,6,5.5,0
3,5,3,1,0,2,1.33333333333333,0,1,1,0,['robil/C31_PathPlanner/src/Events.hpp'],2,Event,robil,3,external_repositories,3,1,0
1,1,1,2,0,3,3,0,1,1,0,['robil/C31_PathPlanner/src/Gps.h'],3,MapProperties,robil,1,external_repositories,1,1,0
1,1,1,2,0,2,2,0,1,1,0,['robil/C31_PathPlanner/src/Gps.h'],2,Gps2Grid,robil,1,external_repositories,1,1,0
0,0,0,0,0,0,0,0,0,0,0,['robil/C31_PathPlanner/src/Gps.h'],0,Gps,robil,0,external_repositories,0,0,0
10,5,4,18,0,4,1.25,0,3,1,0,['robil/C31_PathPlanner/src/Gps.h'],4,GPSPoint,robil,4,external_repositories,4,2.5,0
37,14,2,11,0,0,1.5,3,19,3.5,0,['robil/C31_PathPlanner/src/Inflator.h'],4,Inflator,robil,1,external_repositories,2,18.5,3
29,9,3,0,0,0,2,2,14,2.33333333333333,0,"['robil/C31_PathPlanner/src/Map.cpp', 'robil/C31_PathPlanner/src/Map.h']",0,Map,robil,3,external_repositories,3,9.66666666666667,6
10,12,4,28,0,0,1.16666666666667,1,5,1.33333333333333,1,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",4,BaseMap,robil,4,external_repositories,6,1.66666666666667,4
28,7,6,0,1,0,1.42857142857143,0,8,1,0,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",1,MapT,robil,7,external_repositories,7,4,0
0,0,0,0,1,0,0,0,0,0,0,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",0,AltMap,robil,0,external_repositories,0,0,0
72,17,0,3,1,0,2.6,3,24,6.4,0,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",0,ObsMap,robil,5,external_repositories,5,14.4,15
57,19,6,11,0,0,3.57142857142857,2,32,3.42857142857143,0,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",0,MapEditor,robil,7,external_repositories,7,8.14285714285714,14
17,23,6,2,0,6,1.5,4,12,1,0,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",6,World,robil,6,external_repositories,6,2.83333333333333,24
5,2,1,0,0,3,0,1,5,2,0,"['robil/C31_PathPlanner/src/Map.h', 'robil/C31_PathPlanner/src/Map.cpp']",3,MapT::MapCreator,robil,1,external_repositories,1,5,1
0,0,0,0,0,0,0,0,0,0,0,['robil/C31_PathPlanner/src/MapFileReader.hpp'],0,map_file_reader::CanNotFindDimentions,robil,0,external_repositories,0,0,0
0,0,0,3,0,3,0,0,0,0,0,['robil/C31_PathPlanner/src/MapFileReader.hpp'],3,map_file_reader::Dim,robil,0,external_repositories,0,0,0
103,14,3,0,0,0,4,1,43,9.66666666666667,0,['robil/C31_PathPlanner/src/MapFileReader.hpp'],0,MapFileReader,robil,1,external_repositories,3,34.3333333333333,1
0,0,0,0,0,0,0,0,0,0,0,['robil/C31_PathPlanner/src/MapFileReader.hpp'],0,map_file_reader::CanNotOpenFile,robil,0,external_repositories,0,0,0
364,47,10,10,0,1,1.4,6,132,4.7,0,"['robil/C31_PathPlanner/src/PField.cpp', 'robil/C31_PathPlanner/src/PField.h']",3,PField,robil,10,external_repositories,10,36.4,60
6,3,3,1,0,2,2,0,4,1,0,['robil/C31_PathPlanner/src/PField.cpp'],2,Position,robil,3,external_repositories,3,2,0
23,2,2,6,0,9,0,0,17,1.5,0,"['robil/C31_PathPlanner/src/PField.h', 'robil/C31_PathPlanner/src/PField.cpp']",9,PField::SmoothingParameters,robil,2,external_repositories,2,11.5,0
0,0,0,0,0,0,0,0,0,0,0,"['robil/C31_PathPlanner/src/PathPlanner.cpp', 'robil/C31_PathPlanner/src/PathPlanner.h']",0,PathPlanner,robil,0,external_repositories,0,0,0
2,1,1,4,0,1,1,0,2,1,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",1,PlanningResult,robil,1,external_repositories,1,2,0
9,2,2,5,0,6,0.5,0,8,1,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",6,PathPlanning::PlanningInputData,robil,2,external_repositories,2,4.5,0
12,6,6,10,0,3,0.833333333333333,0,5,1.33333333333333,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",5,PathPlanning::EditSession,robil,6,external_repositories,6,2,0
365,119,24,21,1,1,0.833333333333333,10,88,2.375,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",19,PathPlanning,robil,9,external_repositories,24,15.2083333333333,90
21,1,1,9,0,10,10,0,21,1,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",10,PlanningArguments,robil,1,external_repositories,1,21,0
2,1,1,7,0,4,4,0,2,1,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",4,Editable_Constraints,robil,1,external_repositories,1,2,0
4,2,2,7,0,3,2.5,0,2,1,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",4,PathPlanning::ReadSession,robil,2,external_repositories,2,2,0
30,4,3,8,0,10,4.33333333333333,1,20,1.33333333333333,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",10,Editable_PlanningArguments,robil,3,external_repositories,3,10,3
2,2,2,1,0,0,0,0,1,1,1,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",0,PathPlanning::ChangesNotification,robil,2,external_repositories,2,1,0
2,2,2,0,1,1,0.5,0,1,1,0,"['robil/C31_PathPlanner/src/PathPlanner.h', 'robil/C31_PathPlanner/src/PathPlanner.cpp']",1,PathPlanning::_ChangesNotification,robil,2,external_repositories,2,1,0
157,95,20,5,1,1,1.23809523809524,7,25,2.38095238095238,0,"['robil/C31_PathPlanner/src/QTNode.cpp', 'robil/C31_PathPlanner/src/QTNode.h']",6,QTNode,robil,2,external_repositories,21,7.47619047619048,14
1,3,1,0,0,0,3,1,1,1,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",0,Bound::SameY,robil,1,external_repositories,1,1,1
0,0,0,14,0,2,0,0,0,0,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",2,Bound::XY,robil,0,external_repositories,0,0,0
114,61,10,8,1,0,1,3,25,3.36363636363636,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",4,BWQTNode,robil,2,external_repositories,11,10.3636363636364,6
31,6,2,5,0,0,3,3,30,3,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",1,QTPath,robil,2,external_repositories,2,15.5,6
1,3,1,0,0,0,3,1,1,1,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",0,Bound::SameX,robil,1,external_repositories,1,1,1
96,59,6,17,0,0,2.78571428571429,3,12,3.5,2,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",4,Bound,robil,3,external_repositories,14,6.85714285714286,9
1,5,1,0,0,0,3,2,1,1,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",0,Bound::SameNode,robil,1,external_repositories,1,1,2
1,4,1,0,0,0,3,1,1,1,0,"['robil/C31_PathPlanner/src/QTNode.h', 'robil/C31_PathPlanner/src/QTNode.cpp']",0,Bound::SameXorY,robil,1,external_repositories,1,1,1
0,0,0,0,0,0,0,0,0,0,0,['robil/C31_PathPlanner/src/Tasks.hpp'],0,Tasks,robil,0,external_repositories,0,0,0
59,10,2,0,1,0,2.5,4,56,3.5,0,['robil/C31_PathPlanner/src/Tasks.hpp'],1,PathPlanningFocusServer,robil,2,external_repositories,2,29.5,8
3,1,0,7,0,0,0,0,3,1,0,['robil/C31_PathPlanner/src/Tasks.hpp'],7,PathPlanningServer::Statistic,robil,1,external_repositories,1,3,0
712,284,38,0,1,1,1.07894736842105,22,147,2.47368421052632,0,['robil/C31_PathPlanner/src/Tasks.hpp'],7,PathPlanningServer,robil,9,external_repositories,38,18.7368421052632,198
0,0,0,0,0,6,0,0,0,0,0,['robil/C31_PathPlanner/src/Tasks.hpp'],6,PathPlanningServer::TargetStock,robil,0,external_repositories,0,0,0
20,5,2,0,1,0,2.5,2,17,3,0,['robil/C31_PathPlanner/src/Tasks.hpp'],1,Task_whileSolution,robil,2,external_repositories,2,10,4
4,4,1,0,0,0,2,1,4,2,0,['robil/C31_PathPlanner/src/Vec2d.hpp'],0,C31_PathPlanner/src/Vec2d,robil,1,external_repositories,1,4,1
0,0,0,0,0,0,0,0,0,0,0,['robil/C31_PathPlanner/src/cogniteam_pathplanner_parameters.h'],0,cogniteam_pathplanner_parameters,robil,0,external_repositories,0,0,0
0,0,0,0,0,2,0,0,0,0,0,['robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp'],2,@360::Pair,robil,0,external_repositories,0,0,0
719,128,14,10,0,0,3.57142857142857,19,131,1.57142857142857,0,"['robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp', 'robil/C31_PathPlanner/src/cogniteam_pathplanning.h']",0,cogniteam_pathplanning,robil,11,external_repositories,14,51.3571428571429,209
0,0,0,0,0,3,0,0,0,0,0,"['robil/C31_PathPlanner/src/cogniteam_pathplanning.h', 'robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp']",3,Attractor,robil,0,external_repositories,0,0,0
1,1,1,20,0,2,1,0,1,1,0,"['robil/C31_PathPlanner/src/cogniteam_pathplanning.h', 'robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp']",2,RobotDimentions,robil,1,external_repositories,1,1,0
0,0,0,6,0,2,0,0,0,0,0,"['robil/C31_PathPlanner/src/cogniteam_pathplanning.h', 'robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp']",2,TransitWaypoint,robil,0,external_repositories,0,0,0
2,1,1,8,0,3,3,0,2,1,0,"['robil/C31_PathPlanner/src/cogniteam_pathplanning.h', 'robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp']",3,Constraints,robil,1,external_repositories,1,2,0
2,2,2,28,0,3,1,0,1,1,0,"['robil/C31_PathPlanner/src/cogniteam_pathplanning.h', 'robil/C31_PathPlanner/src/cogniteam_pathplanning.cpp']",3,Waypoint,robil,2,external_repositories,2,1,0
1263,180,19,3,0,0,2.89473684210526,19,243,7.57894736842105,0,['robil/C31_PathPlanner/src/cogniteam_pathplanning_tests.cpp'],0,cogniteam_pathplanning_tests,robil,7,external_repositories,19,66.4736842105263,133
18,1,1,0,0,0,2,0,18,1,0,['robil/C31_PathPlanner/src/gpp.cpp'],0,gpp,robil,1,external_repositories,1,18,0
13,3,2,0,0,0,2,0,8,1,0,['robil/C31_PathPlanner/src/lpp.cpp'],0,lpp,robil,1,external_repositories,2,6.5,0
1,1,1,2,0,3,3,0,1,1,0,['robil/C31_PathPlanner/src/map_generator.cpp'],3,robotOri_t,robil,1,external_repositories,1,1,0
1,1,1,1,0,2,2,0,1,1,0,['robil/C31_PathPlanner/src/map_generator.cpp'],2,Offset_t,robil,1,external_repositories,1,1,0
1,1,1,5,0,3,3,0,1,1,0,['robil/C31_PathPlanner/src/map_generator.cpp'],3,robotPos_t,robil,1,external_repositories,1,1,0
131,18,8,162,0,6,2.5,2,41,1.625,0,['robil/C31_PathPlanner/src/map_generator.cpp'],6,map_generator,robil,5,external_repositories,8,16.375,10
12,3,2,0,0,1,0.5,1,8,2,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],1,WhileInXXXArea::AreaClassifier,robil,2,external_repositories,2,6,2
27,7,5,2,1,0,1.2,0,15,1.4,2,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],2,WhileInXXXArea,robil,3,external_repositories,5,5.4,0
6,11,4,0,0,4,2.25,2,3,1,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],4,WhileInXXXArea::Rect,robil,4,external_repositories,4,1.5,8
84,7,5,0,1,0,1.4,0,42,1.6,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],3,ObjectRecognition,robil,3,external_repositories,5,16.8,0
82,5,3,0,1,0,1.66666666666667,1,70,3,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],0,PathPlanningFocus,robil,3,external_repositories,3,27.3333333333333,3
8,2,2,0,2,0,0.5,0,5,1,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],0,WhileInZMPArea,robil,2,external_repositories,2,4,0
0,0,0,55,0,2,0,0,0,0,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],2,Tasks_stub,robil,0,external_repositories,0,0,0
8,2,2,0,2,0,0.5,0,5,1,0,['robil/C31_PathPlanner/src/stub/Tasks_stub.hpp'],0,WhileInQSArea,robil,2,external_repositories,2,4,0
87,9,5,0,0,0,2,0,22,2.2,0,['robil/C31_PathPlanner/src/stub/gpp_stub.cpp'],0,gpp_stub,robil,1,external_repositories,5,17.4,0
63,7,2,1,0,0,1,3,56,1.5,0,['robil/C31_PathPlanner/src/test_addPointsToPath.cpp'],0,Tester,robil,2,external_repositories,2,31.5,6
5,2,1,0,0,0,2,1,5,1,0,['robil/C31_PathPlanner/src/test_addPointsToPath.cpp'],0,test_addPointsToPath,robil,1,external_repositories,1,5,1
39,7,4,0,0,0,1.25,0,17,1.25,0,['robil/C31_PathPlanner/src/test_c11_simulator.cpp'],0,test_c11_simulator,robil,1,external_repositories,4,9.75,0
4,2,1,0,0,0,2,1,4,1,0,['robil/C31_PathPlanner/src/test_planning.cpp'],0,test_planning,robil,1,external_repositories,1,4,1
4,2,1,0,0,0,2,1,4,1,0,['robil/C31_PathPlanner/src/test_planning_with_alts.cpp'],0,test_planning_with_alts,robil,1,external_repositories,1,4,1
4,2,1,0,0,0,2,1,4,1,0,['robil/C31_PathPlanner/src/test_planning_with_transit.cpp'],0,test_planning_with_transit,robil,1,external_repositories,1,4,1
38,14,1,0,1,0,0.666666666666667,1,29,1,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/BLEditor.java'],3,pathplanning::BLEditor,robil,1,external_repositories,3,12.6666666666667,1
18,15,2,1,0,0,1,4,17,2,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],3,pathplanning::MapBoard::LabelPoint,robil,1,external_repositories,2,9,4
49,22,2,4,0,4,0.5,4,35,3,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],5,pathplanning::MapBoard::Map,robil,2,external_repositories,4,12.25,8
48,24,6,1,0,2,0.285714285714286,3,21,2.85714285714286,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],7,pathplanning::MapBoard::Frame,robil,1,external_repositories,7,6.85714285714286,3
36,16,3,1,0,0,0.666666666666667,4,25,3,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],3,pathplanning::MapBoard::Path,robil,1,external_repositories,3,12,4
4,4,2,4,0,0,1,0,3,1,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],3,pathplanning::MapBoard::Point,robil,2,external_repositories,2,2,0
1,7,0,9,0,0,1,1,1,1,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],3,pathplanning::MapBoard::View,robil,1,external_repositories,1,1,1
687,160,4,8,1,2,0.961538461538462,13,278,4.03846153846154,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],31,pathplanning::MapBoard,robil,2,external_repositories,26,26.4230769230769,26
43,19,2,1,0,4,1,5,35,5,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapBoard.java'],6,pathplanning::MapBoard::Alt,robil,1,external_repositories,2,21.5,5
30,9,2,1,1,0,0.75,0,13,1.75,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/MapPanel.java'],2,pathplanning::MapPanel,robil,1,external_repositories,4,7.5,0
33,68,19,7,0,0,0.80952380952381,1,4,1,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/Vec.java'],2,pathplanning::Vec,robil,1,external_repositories,21,1.57142857142857,1
11,3,1,0,0,0,1,1,11,2,0,['robil/C31_PathPlanner/tests/pathplanningviewer/src/pathplanning/main.java'],0,pathplanning::main,robil,1,external_repositories,1,11,1
101,35,14,23,0,3,0.5,1,19,1.85714285714286,0,"['robil/C34_BTExecuter/src/BT.h', 'robil/C34_BTExecuter/src/BT.cpp']",3,BT,robil,2,external_repositories,14,7.21428571428571,2
364,74,9,14,0,10,1.77777777777778,6,180,2.88888888888889,0,"['robil/C34_BTExecuter/src/BTExecuter.cpp', 'robil/C34_BTExecuter/src/BTExecuter.h']",13,BTExecuter,robil,2,external_repositories,9,40.4444444444444,12
272,64,20,20,0,0,0.8,3,38,2.35,0,"['robil/C34_BTExecuter/src/BTExecuter.h', 'robil/C34_BTExecuter/src/BTExecuter.cpp']",2,ServerActions,robil,3,external_repositories,20,13.6,9
67,11,10,14,0,4,0.818181818181818,0,15,1.90909090909091,0,"['robil/C34_BTExecuter/src/BTExecuter.h', 'robil/C34_BTExecuter/src/BTExecuter.cpp']",5,BTServer,robil,11,external_repositories,11,6.09090909090909,0
27,9,4,4,0,0,1.5,1,12,2.75,0,"['robil/C34_BTExecuter/src/BTExecuter.h', 'robil/C34_BTExecuter/src/BTExecuter.cpp']",1,Params,robil,1,external_repositories,4,6.75,1
94,29,8,0,1,0,0.5,3,31,3.375,0,"['robil/C34_BTExecuter/src/Dec.h', 'robil/C34_BTExecuter/src/Dec.cpp']",2,Dec,robil,1,external_repositories,8,11.75,3
46,32,10,0,0,0,0.2,0,16,1.3,0,"['robil/C34_BTExecuter/src/ExeEnergy.h', 'robil/C34_BTExecuter/src/ExeEnergy.cpp']",5,ExeEnergy,robil,4,external_repositories,10,4.6,0
3,4,3,0,1,0,0.333333333333333,0,1,1,0,['robil/C34_BTExecuter/src/ExeStack.cpp'],1,ExeStackException,robil,3,external_repositories,3,1,0
119,72,12,1,0,2,1.21052631578947,0,12,2.05263157894737,0,"['robil/C34_BTExecuter/src/ExeStack.h', 'robil/C34_BTExecuter/src/ExeStack.cpp']",8,ExeStack,robil,1,external_repositories,19,6.26315789473684,0
63,27,8,0,0,0,0.444444444444444,0,24,1.77777777777778,0,"['robil/C34_BTExecuter/src/ExecuterStatus.h', 'robil/C34_BTExecuter/src/ExecuterStatus.cpp']",5,ExecuterStatus,robil,2,external_repositories,9,7,0
46,27,12,4,0,0,1.25,1,7,1.16666666666667,0,"['robil/C34_BTExecuter/src/Info.h', 'robil/C34_BTExecuter/src/Info.cpp']",4,Info,robil,7,external_repositories,12,3.83333333333333,7
36,14,6,0,1,0,0.5,0,8,1.16666666666667,0,"['robil/C34_BTExecuter/src/Logger.h', 'robil/C34_BTExecuter/src/Logger.cpp']",7,Logger,robil,3,external_repositories,6,6,0
136,56,14,0,0,1,1.16666666666667,1,16,2.27777777777778,0,"['robil/C34_BTExecuter/src/Lookup.cpp', 'robil/C34_BTExecuter/src/Lookup.h']",4,Lookup,robil,2,external_repositories,18,7.55555555555556,2
7,3,2,0,1,0,0.5,0,4,1,0,"['robil/C34_BTExecuter/src/Lookup.h', 'robil/C34_BTExecuter/src/Lookup.cpp']",1,Lookup::Planer_LoadFromFile,robil,2,external_repositories,2,3.5,0
9,4,3,3,0,4,1,0,5,1.33333333333333,2,"['robil/C34_BTExecuter/src/Lookup.h', 'robil/C34_BTExecuter/src/Lookup.cpp']",4,Lookup::Item,robil,3,external_repositories,3,3,0
2,2,2,2,0,0,0,0,1,1,1,"['robil/C34_BTExecuter/src/Lookup.h', 'robil/C34_BTExecuter/src/Lookup.cpp']",0,Lookup::Planner,robil,2,external_repositories,2,1,0
8,2,2,0,1,0,1.5,0,7,2,0,"['robil/C34_BTExecuter/src/Lookup.h', 'robil/C34_BTExecuter/src/Lookup.cpp']",0,Lookup::ItemLocal,robil,2,external_repositories,2,4,0
6,5,2,0,1,0,1.5,2,5,1.5,0,"['robil/C34_BTExecuter/src/Lookup.h', 'robil/C34_BTExecuter/src/Lookup.cpp']",0,Lookup::ItemGlobalSynch,robil,2,external_repositories,2,3,4
28,7,4,2,0,0,2.5,1,12,1.5,0,"['robil/C34_BTExecuter/src/MapReader.cpp', 'robil/C34_BTExecuter/src/MapReader.h']",1,MapReader,robil,4,external_repositories,4,7,4
118,71,20,18,0,0,0.827586206896552,3,21,1.24137931034483,7,"['robil/C34_BTExecuter/src/Node.cpp', 'robil/C34_BTExecuter/src/Node.h']",11,Node,robil,8,external_repositories,29,4.06896551724138,24
65,35,7,0,1,0,0.375,3,38,1.875,0,"['robil/C34_BTExecuter/src/Par.h', 'robil/C34_BTExecuter/src/Par.cpp']",5,Par,robil,2,external_repositories,8,8.125,6
73,54,11,7,0,3,1.38461538461538,1,21,1.92307692307692,0,"['robil/C34_BTExecuter/src/Result.cpp', 'robil/C34_BTExecuter/src/Result.h']",7,Result,robil,2,external_repositories,13,5.61538461538461,2
35,21,5,0,1,0,0.4,3,29,1.6,0,"['robil/C34_BTExecuter/src/Sel.h', 'robil/C34_BTExecuter/src/Sel.cpp']",1,Sel,robil,2,external_repositories,5,7,6
33,21,5,0,1,0,0.4,3,27,1.6,0,"['robil/C34_BTExecuter/src/Seq.h', 'robil/C34_BTExecuter/src/Seq.cpp']",1,Seq,robil,2,external_repositories,5,6.6,6
14,4,4,1,0,3,0,0,11,1.5,0,['robil/C34_BTExecuter/src/StringOperations.h'],4,string_operations::Function,robil,4,external_repositories,4,3.5,0
166,32,14,5,0,0,1.64285714285714,4,33,4.92857142857143,0,['robil/C34_BTExecuter/src/StringOperations.h'],0,C34_BTExecuter/src/StringOperations,robil,7,external_repositories,14,11.8571428571429,28
38,21,5,0,1,0,0.4,3,32,1.6,0,"['robil/C34_BTExecuter/src/Swi.h', 'robil/C34_BTExecuter/src/Swi.cpp']",1,Swi,robil,2,external_repositories,5,7.6,6
131,34,7,0,1,0,0.5,5,95,2.3,0,"['robil/C34_BTExecuter/src/Task.cpp', 'robil/C34_BTExecuter/src/Task.h']",2,Task,robil,4,external_repositories,10,13.1,20
0,0,0,3,0,6,0,0,0,0,0,['robil/C34_BTExecuter/src/TaskProxyTable.h'],6,BTTaskResult,robil,0,external_repositories,0,0,0
5,5,5,1,0,0,0.6,0,1,1,1,['robil/C34_BTExecuter/src/TaskProxyTable.h'],0,BTTaskProxyCreator,robil,5,external_repositories,5,1,0
10,10,10,2,0,0,0.2,0,1,1,2,['robil/C34_BTExecuter/src/TaskProxyTable.h'],0,BTTask,robil,10,external_repositories,10,1,0
0,0,0,2,0,3,0,0,0,0,0,['robil/C34_BTExecuter/src/TaskProxyTable.h'],3,BTTaskGoal,robil,0,external_repositories,0,0,0
19,15,8,7,0,0,0.625,0,7,1.375,2,['robil/C34_BTExecuter/src/TaskProxyTable.h'],1,TaskProxyTable,robil,4,external_repositories,8,2.375,0
0,0,0,0,0,1,0,0,0,0,0,['robil/C34_BTExecuter/src/TaskProxyTable.h'],1,BTTaskFeedback,robil,0,external_repositories,0,0,0
56,22,6,0,1,0,1,2,18,1.83333333333333,0,"['robil/C34_BTExecuter/src/TaskProxyTableXML.cpp', 'robil/C34_BTExecuter/src/TaskProxyTableXML.h']",2,TaskProxyTableXML,robil,2,external_repositories,6,9.33333333333333,4
