,analizo_acc_mean,analizo_acc_quantile_lower,analizo_acc_quantile_median,analizo_acc_quantile_upper,analizo_accm_mean,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_accm_quantile_upper,analizo_amloc_mean,analizo_amloc_quantile_lower,analizo_amloc_quantile_median,analizo_amloc_quantile_upper,analizo_anpm_mean,analizo_anpm_quantile_lower,analizo_anpm_quantile_median,analizo_anpm_quantile_upper,analizo_cbo_mean,analizo_cbo_quantile_lower,analizo_cbo_quantile_median,analizo_cbo_quantile_upper,analizo_dit_mean,analizo_dit_quantile_lower,analizo_dit_quantile_median,analizo_dit_quantile_upper,analizo_lcom4_mean,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_median,analizo_lcom4_quantile_upper,analizo_mmloc_mean,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_median,analizo_mmloc_quantile_upper,analizo_noa_mean,analizo_noa_quantile_lower,analizo_noa_quantile_median,analizo_noa_quantile_upper,analizo_noc_mean,analizo_noc_quantile_lower,analizo_noc_quantile_median,analizo_noc_quantile_upper,analizo_nom_mean,analizo_nom_quantile_lower,analizo_nom_quantile_median,analizo_nom_quantile_upper,analizo_npa_mean,analizo_npa_quantile_lower,analizo_npa_quantile_median,analizo_npa_quantile_upper,analizo_npm_mean,analizo_npm_quantile_lower,analizo_npm_quantile_median,analizo_npm_quantile_upper,analizo_rfc_mean,analizo_rfc_quantile_lower,analizo_rfc_quantile_median,analizo_rfc_quantile_upper,analizo_sc_mean,analizo_sc_quantile_lower,analizo_sc_quantile_median,analizo_sc_quantile_upper,folder,category,agent_type,type
467,0.833333333333,0.0,0.0,0.25,2.57413056292,1.0,1.68965517241,3.8125,24.2686965812,8.50576923077,24.65,33.25,1.7497292219299998,0.75,2.0,2.65625,1.58333333333,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.666666666669999,1.0,2.0,3.25,79.5,34.25,71.5,94.0,2.25,0.0,0.0,2.75,0.0,0.0,0.0,0.0,14.666666666700001,1.75,4.5,10.5,2.25,0.0,0.0,2.75,14.666666666700001,1.75,4.5,10.5,57.6666666667,12.25,19.5,74.0,25.0,1.0,2.0,4.25,0,Graphics,non-agent,git-hub
468,1.43243243243,0.0,1.0,2.0,4.67216124245,1.0,2.0,3.0,22.4750822698,3.80769230769,8.0,19.5172413793,1.45560408878,1.0,1.0,2.0,1.62162162162,0.0,1.0,1.0,0.108108108108,0.0,0.0,0.0,3.08108108108,1.0,2.0,3.0,37.3783783784,6.0,15.0,32.0,1.5135135135100002,0.0,0.0,1.0,0.0810810810811,0.0,0.0,0.0,7.378378378380001,2.0,3.0,7.0,0.162162162162,0.0,0.0,0.0,6.83783783784,2.0,3.0,7.0,22.8648648649,3.0,7.0,28.0,9.72972972973,0.0,2.0,4.0,0,Graphics,non-agent,git-hub
469,0.113402061856,0.0,0.0,0.0,1.04314639945,1.0,1.0,1.0,2.02950609413,1.0,1.0,1.0,1.65326247272,1.0,1.3596491228100005,2.0,0.139175257732,0.0,0.0,0.0,0.113402061856,0.0,0.0,0.0,15.0,1.0,5.0,17.0,2.8505154639200003,1.0,1.0,1.0,4.40206185567,0.0,0.0,0.0,0.0309278350515,0.0,0.0,0.0,15.206185567,1.0,5.0,17.0,4.15979381443,0.0,0.0,0.0,15.0309278351,1.0,4.5,17.0,16.010309278399998,2.0,6.0,18.5,0.8402061855670001,0.0,0.0,0.0,0,Graphics,non-agent,git-hub
470,3.74234693878,0.0,1.0,3.0,1.7371423864400002,1.0,1.5,2.0,11.2465747609,4.36458333333,8.277173913039999,14.5,0.90863123088,0.4,0.666666666667,1.16083916084,3.20663265306,0.0,2.0,5.0,0.966836734694,0.0,1.0,1.0,6.11989795918,2.0,3.0,7.0,26.487244898,9.0,17.5,33.0,4.58928571429,1.0,3.0,6.0,0.581632653061,0.0,0.0,0.0,9.20918367347,3.0,5.0,11.0,0.977040816327,0.0,0.0,0.0,7.48979591837,2.0,3.0,9.0,32.7933673469,6.75,16.0,38.0,23.4234693878,0.0,5.0,21.0,0,Graphics,non-agent,git-hub
471,2.78571428571,1.0,1.0,1.0,1.320921351,1.0,1.0,1.0,8.34720730397,6.0,6.5,7.062030075189999,0.19444444444400005,0.0,0.0,0.0,0.880952380952,0.0,0.0,0.0,1.90476190476,1.0,2.0,3.0,10.5238095238,2.0,2.0,2.0,12.6904761905,7.0,8.0,10.0,3.0714285714300003,1.0,2.0,4.0,0.833333333333,0.0,0.0,0.0,11.4285714286,2.0,2.0,2.0,3.04761904762,1.0,2.0,4.0,11.4285714286,2.0,2.0,2.0,19.119047619,2.0,2.0,2.0,300.952380952,0.0,0.0,0.0,0,Graphics,non-agent,git-hub
472,1.27319587629,0.0,0.0,1.0,1.5269591017299995,1.0,1.0,1.4,10.628088737799999,2.27597402597,5.125,14.0,1.94727177516,1.0,2.0,2.125,1.29896907216,0.0,1.0,2.0,0.0412371134021,0.0,0.0,0.0,5.4587628866,1.0,2.0,6.0,16.5721649485,3.0,8.5,21.75,0.422680412371,0.0,0.0,0.0,0.036082474226800006,0.0,0.0,0.0,7.81958762887,1.0,3.0,9.0,0.164948453608,0.0,0.0,0.0,7.44845360825,1.0,3.0,7.0,14.9948453608,2.0,4.5,15.0,12.4536082474,0.0,1.0,8.75,0,Graphics,non-agent,git-hub
473,1.05504587156,0.0,0.0,1.0,2.64158967593,1.0,1.06896551724,2.24464285714,15.119534881,2.0,5.35,12.642857142899999,1.21544230106,0.411111111111,1.0,1.75210084034,1.06880733945,0.0,0.0,1.0,0.477064220183,0.0,0.0,1.0,5.834862385319999,1.0,2.0,6.0,52.9036697248,3.0,10.0,52.75,4.93119266055,0.0,1.0,3.0,0.275229357798,0.0,0.0,0.0,9.61467889908,1.0,3.0,10.0,3.70642201835,0.0,0.0,2.0,8.633027522939999,1.0,2.5,8.0,24.458715596300006,1.0,7.5,26.0,8.3119266055,0.0,0.0,5.75,0,Graphics,non-agent,git-hub
475,2.96,1.0,2.0,5.0,2.21182539683,1.25,1.5,2.16666666667,12.5321825397,2.75,5.16666666667,10.777777777799999,1.03158730159,0.714285714286,0.888888888889,1.25,3.12,0.0,2.0,5.0,0.24,0.0,0.0,0.0,2.44,1.0,2.0,3.0,27.84,7.0,9.0,29.0,3.48,2.0,3.0,4.0,0.24,0.0,0.0,0.0,5.84,3.0,6.0,8.0,3.48,2.0,3.0,4.0,5.72,3.0,6.0,8.0,26.28,13.0,19.0,35.0,6.88,0.0,4.0,10.0,0,Graphics,non-agent,git-hub
476,3.26953748006,0.0,0.0,2.0,2.01164100604,1.0,1.35294117647,2.0,11.5710995824,3.5,7.0,14.0,1.20795453395,0.5,1.0,1.5,2.69377990431,0.0,2.0,4.0,1.2153110047799998,0.0,1.0,2.0,3.0574162679400003,1.0,2.0,3.0,26.7129186603,5.0,15.0,34.0,3.0510366826200004,0.0,2.0,4.0,0.511961722488,0.0,0.0,0.0,7.712918660289999,2.0,4.0,9.0,0.304625199362,0.0,0.0,0.0,6.81977671451,2.0,4.0,7.0,28.8564593301,7.0,16.0,37.0,8.673046251989998,0.0,3.0,8.0,0,Graphics,non-agent,git-hub
477,2.03370786517,0.0,1.0,3.0,3.3271103284400003,1.0,1.0,2.42857142857,31.4207699,4.5,10.0,26.5,1.99068849671,0.808333333333,2.0,2.5,1.76966292135,0.0,1.0,2.75,0.601123595506,0.0,0.0,1.0,2.50561797753,1.0,2.0,2.0,47.6011235955,6.0,20.0,66.0,2.12359550562,0.0,1.0,3.0,0.410112359551,0.0,0.0,0.0,4.02808988764,2.0,2.0,4.0,0.651685393258,0.0,0.0,0.0,3.4325842696599995,1.0,2.0,4.0,12.7752808989,2.25,6.0,16.0,4.29775280899,0.0,2.0,4.75,0,Graphics,non-agent,git-hub
478,3.0,0.0,0.0,2.5,1.88857279703,1.0,1.47272727273,2.27647058824,10.2126641605,3.33333333333,6.954545454550001,13.5714285714,1.20791372299,0.988095238095,1.0,1.35416666667,2.72222222222,0.0,1.5,4.25,1.30555555556,0.0,1.0,3.0,5.38888888889,1.75,4.0,7.0,34.0,5.75,19.0,53.5,6.416666666669999,1.75,2.0,4.25,0.5,0.0,0.0,0.0,11.222222222200001,5.0,11.0,14.0,2.55555555556,0.0,0.0,0.0,6.944444444439999,2.0,4.0,7.5,41.1944444444,15.25,25.0,61.5,17.055555555599998,0.0,5.0,22.5,0,Graphics,non-agent,git-hub
479,1.60472279261,0.0,0.0,1.0,1.6128547784399998,1.0,1.19523809524,1.8,9.29141486302,3.66666666667,6.6363636363600005,10.7291666667,1.28768039978,0.666666666667,1.15587044534,1.75,1.5184804928100002,0.0,1.0,2.0,1.01950718686,1.0,1.0,1.0,5.12012320329,2.0,3.0,6.0,25.0390143737,5.0,12.0,26.0,3.1180698152,0.0,1.0,4.0,0.32135523614,0.0,0.0,0.0,9.181724846,3.0,6.0,11.0,0.625256673511,0.0,0.0,0.0,3.5451745379900004,1.0,2.0,4.0,25.5564681725,7.0,14.0,29.0,8.01642710472,0.0,1.0,6.0,0,Graphics,non-agent,git-hub
480,2.7705992509400006,0.0,1.0,2.0,2.03455105944,1.0,1.0,2.0,16.7217527532,3.0,7.0,17.6666666667,1.5307876877700002,0.833333333333,1.16666666667,2.0,3.4765917603,0.0,1.0,4.0,0.433988764045,0.0,0.0,1.0,5.95224719101,1.0,2.0,5.0,48.939138576800005,4.0,13.0,49.0,5.333801498130001,0.0,2.0,5.0,0.262640449438,0.0,0.0,0.0,10.3155430712,2.0,4.0,11.0,4.17088014981,0.0,0.0,3.0,9.659176029960001,1.0,3.0,10.0,41.9901685393,3.0,11.0,38.0,36.8965355805,0.0,2.0,14.0,0,Robot-Simulation,non-agent,git-hub
481,0.333333333333,0.0,0.0,1.0,1.95543345543,1.0,1.28571428571,2.56944444444,12.7481748575,4.375,8.5,19.125,1.10171830484,0.486111111111,1.0,1.75,0.333333333333,0.0,0.0,1.0,0.375,0.0,0.0,1.0,1.75,1.0,1.0,3.0,31.0,5.75,12.0,48.25,3.91666666667,0.0,3.0,6.5,0.0,0.0,0.0,0.0,3.875,1.0,2.5,6.25,0.75,0.0,0.0,0.0,2.58333333333,1.0,2.0,3.0,12.833333333299999,1.0,7.0,18.25,0.708333333333,0.0,0.0,1.0,0,Robot-Simulation,non-agent,git-hub
482,1.33333333333,1.0,1.0,1.5,1.79376498801,1.5,2.0,2.19064748201,20.3782385856,18.0098039216,18.3333333333,21.7242206235,1.1766586730600002,1.09832134293,1.33333333333,1.33333333333,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.33333333333,1.0,1.0,3.0,201.33333333299998,32.0,34.0,287.0,98.3333333333,41.0,53.0,133.0,0.0,0.0,0.0,0.0,72.3333333333,39.0,51.0,95.0,98.3333333333,41.0,53.0,133.0,72.3333333333,39.0,51.0,95.0,472.33333333300004,169.0,221.0,650.0,4.66666666667,2.0,2.0,6.0,0,Robot-Simulation,non-agent,git-hub
483,0.3125,0.0,0.0,0.25,2.26219769814,1.17307692308,2.45,2.53125,18.2925189394,13.125,17.75,21.0,1.1727454836799998,0.875,0.95,1.5,0.375,0.0,0.0,1.0,0.5,0.0,0.5,1.0,2.1875,1.0,2.0,3.0,67.0,20.5,72.5,87.25,15.375,7.25,10.0,19.0,0.0,0.0,0.0,0.0,6.5,2.0,8.0,8.5,3.6875,0.0,0.0,1.25,4.375,2.0,4.0,7.0,37.0,4.75,29.0,39.75,0.8125,0.0,0.0,1.0,0,Robot-Simulation,non-agent,git-hub
484,1.18918918919,0.0,1.0,2.0,1.60587925588,1.0,1.28571428571,2.0,8.61567119067,4.33333333333,6.5,10.0,1.0831022581,0.666666666667,1.0,1.25,0.972972972973,0.0,0.0,1.0,0.27027027027,0.0,0.0,0.0,2.7027027027,1.0,2.0,3.0,19.891891891900002,6.0,10.0,22.0,3.02702702703,1.0,2.0,3.0,0.243243243243,0.0,0.0,0.0,5.40540540541,3.0,5.0,7.0,0.0,0.0,0.0,0.0,4.783783783780001,3.0,4.0,7.0,18.6756756757,6.0,13.0,20.0,2.1891891891900004,0.0,0.0,3.0,0,Robot-Simulation,non-agent,git-hub
487,0.8,0.0,0.0,1.0,3.88263981539,1.44444444444,2.0,3.88888888889,33.3857251471,10.2,18.363636363599998,43.0,1.33747565207,0.666666666667,1.16666666667,2.0,0.816,0.0,0.0,1.0,0.464,0.0,0.0,1.0,3.048,1.0,2.0,3.0,56.776,18.0,40.0,73.0,6.312,0.0,1.0,5.0,0.024,0.0,0.0,0.0,5.488,1.0,3.0,9.0,1.248,0.0,0.0,1.0,4.832,1.0,3.0,9.0,20.16,2.0,8.0,25.0,4.288,0.0,0.0,3.0,0,Robot-Simulation,non-agent,git-hub
489,1.18604651163,0.0,1.0,1.0,2.6454055126,1.0,1.26136363636,2.84375,19.6917305777,3.375,9.99056603774,22.4375,1.30927681987,0.75,1.2,2.0,2.1511627907,0.0,1.0,4.0,0.046511627907,0.0,0.0,0.0,6.04651162791,1.0,3.0,7.0,60.1860465116,7.0,22.0,66.0,8.55813953488,1.0,4.0,11.0,0.0,0.0,0.0,0.0,9.94186046512,2.0,6.0,11.75,5.88372093023,0.0,3.0,8.0,9.58139534884,2.0,5.5,11.0,34.372093023299996,6.25,19.0,48.75,14.2325581395,0.0,2.0,8.75,0,Robot-Simulation,non-agent,git-hub
491,2.82969432314,0.0,1.0,2.0,2.07733300759,1.0,1.66666666667,2.6521739130400004,14.8811650551,5.0,11.538461538499998,22.6363636364,0.969235506108,0.5,1.0,1.16666666667,2.35371179039,0.0,1.0,4.0,1.2489082969399998,0.0,1.0,2.0,2.70742358079,1.0,2.0,3.0,45.43231441050001,9.0,31.0,71.0,9.17467248908,1.0,5.0,11.0,0.423580786026,0.0,0.0,0.0,8.917030567689999,2.0,6.0,10.0,1.43231441048,0.0,0.0,0.0,6.50218340611,2.0,4.0,8.0,45.3799126638,7.0,19.0,48.0,6.74672489083,0.0,3.0,8.0,0,Robot-Simulation,non-agent,git-hub
492,2.51582771147,0.0,0.0,1.0,1.75167768883,1.0,1.0,1.3944444444400002,13.1013290426,1.0,3.0,7.0,1.97704331467,1.0,1.875,2.0,1.36170212766,0.0,0.0,2.0,1.08822003114,0.0,0.0,2.0,5.07213284899,1.0,2.0,4.0,26.052932018699998,1.0,5.0,18.0,1.54436948625,0.0,0.0,2.0,0.326414115205,0.0,0.0,0.0,7.24130773223,1.0,3.0,8.0,0.919564089258,0.0,0.0,0.0,6.8713025428100005,1.0,3.0,7.0,16.8469122989,1.0,6.0,21.0,9.178515827710001,0.0,0.0,6.0,0,Robot-Simulation,non-agent,git-hub
493,2.34463276836,0.0,1.0,2.0,3.92426953873,1.0,2.5,4.86666666667,37.9055385976,9.72727272727,24.0,48.0,2.05518352059,1.33333333333,2.0,2.5625,2.8079096045200003,0.0,2.0,5.0,0.090395480226,0.0,0.0,0.0,4.27118644068,1.0,2.0,3.0,84.3502824859,18.0,59.0,122.0,4.99435028249,0.0,2.0,5.0,0.0395480225989,0.0,0.0,0.0,8.14124293785,2.0,4.0,9.0,1.69491525424,0.0,0.0,2.0,7.38418079096,2.0,4.0,7.0,33.1073446328,5.0,15.0,39.0,17.2146892655,0.0,2.0,9.0,0,Robot-Simulation,non-agent,git-hub
494,0.45,0.0,0.0,1.0,2.09611832612,1.36666666667,1.875,2.54166666667,14.0092929293,8.1,11.0555555556,17.125,1.27797077922,0.75,1.0,1.78125,0.6,0.0,0.0,1.0,0.65,0.0,1.0,1.0,2.2,1.0,2.0,2.25,41.7,18.0,31.0,56.75,6.05,1.75,5.0,8.25,0.0,0.0,0.0,0.0,7.35,4.0,6.0,9.25,0.55,0.0,0.0,0.0,4.9,1.75,3.5,7.5,28.45,9.0,19.0,29.75,1.1,0.0,0.0,1.25,0,Robot-Simulation,non-agent,git-hub
496,2.41747572816,0.0,0.0,1.0,1.70709016334,1.0,1.33333333333,2.0,12.4452845114,6.010869565219999,10.0,16.6666666667,0.803362473536,0.3875,0.666666666667,1.0,1.90291262136,1.0,2.0,3.0,1.7766990291299998,1.0,2.0,3.0,1.82524271845,1.0,1.0,2.0,24.7281553398,11.0,18.0,33.0,4.17475728155,0.0,2.0,5.0,0.514563106796,0.0,0.0,0.0,5.15533980583,2.0,3.0,5.0,0.446601941748,0.0,0.0,0.0,3.475728155340001,1.0,2.0,3.5,21.1941747573,5.0,12.0,22.0,4.038834951459998,1.0,2.0,6.0,0,Robot-Simulation,non-agent,git-hub
497,2.40671641791,0.0,0.0,1.0,2.95773084218,1.0,1.2,3.0,28.516265251100002,2.0,11.6207792208,31.3125,1.61678268821,1.0,1.5,2.33333333333,2.0,0.0,1.0,3.0,1.32089552239,0.0,0.0,3.0,2.66417910448,1.0,2.0,3.0,42.6828358209,3.0,19.5,57.0,4.9776119403,0.0,2.0,7.0,0.440298507463,0.0,0.0,0.0,5.38059701493,1.0,3.0,5.0,0.227611940299,0.0,0.0,0.0,5.0,1.0,3.0,5.0,21.4552238806,4.0,12.0,25.0,4.4776119403,0.0,2.0,4.0,0,Robot-Simulation,non-agent,git-hub
498,2.80582524272,0.0,0.0,2.0,1.8682938167400005,1.0,1.30769230769,2.23076923077,8.85532247577,3.25,5.0,11.0,1.04786642381,0.6,1.0,1.25,2.46278317152,0.0,1.0,4.0,1.64401294498,1.0,2.0,2.0,3.1229773462800003,1.0,2.0,3.0,22.8511326861,4.0,9.0,29.0,4.11974110032,0.0,2.0,5.0,0.563106796117,0.0,0.0,0.0,7.0453074433700005,2.0,4.0,8.0,0.15857605178,0.0,0.0,0.0,5.87378640777,2.0,4.0,7.0,26.1003236246,5.0,12.0,30.0,7.637540453069999,0.0,2.0,6.0,0,Robot-Simulation,non-agent,git-hub
499,2.13827655311,0.0,0.0,1.0,1.3777959214,1.0,1.0,1.5,9.665906840639998,4.0,6.0,12.5,1.04555215192,0.4,0.75,1.375,1.44488977956,0.0,0.0,2.0,0.905811623246,0.0,1.0,1.0,3.70140280561,1.0,2.0,4.0,16.5350701403,4.0,10.0,22.0,1.79158316633,0.0,0.0,2.0,0.6172344689379999,0.0,0.0,0.0,5.18236472946,2.0,3.0,7.0,0.394789579158,0.0,0.0,0.0,4.6492985971900005,2.0,3.0,6.0,12.647294589200001,4.0,8.0,15.0,4.9378757515,0.0,0.0,4.0,0,Robot-Simulation,non-agent,git-hub
501,2.11403508772,0.0,0.0,1.0,2.91500417626,1.0,1.1,2.0,23.263854281100002,4.0,7.23611111111,16.3930288462,1.33669544515,0.5714285714289999,1.0,2.0,2.06140350877,0.0,1.0,3.0,0.59022556391,0.0,0.0,1.0,5.77819548872,1.0,3.0,5.0,49.8947368421,6.0,13.0,41.0,3.17418546366,0.0,1.0,3.0,0.363408521303,0.0,0.0,0.0,10.2180451128,2.0,4.0,10.0,1.45363408521,0.0,0.0,0.0,8.872180451130001,2.0,3.0,9.0,30.8934837093,3.0,9.0,24.0,25.912280701799997,0.0,2.0,9.0,0,Robot-Simulation,non-agent,git-hub
502,0.7894736842110001,0.0,0.0,2.0,1.64587425502,1.0,1.0,1.5,15.445995970799999,4.25,7.166666666669999,18.75,0.697809116092,0.0,0.894736842105,1.0,0.631578947368,0.0,0.0,1.0,0.947368421053,0.5,1.0,1.0,2.47368421053,2.0,2.0,3.5,56.36842105260001,4.5,11.0,35.5,3.78947368421,0.0,1.0,3.5,0.157894736842,0.0,0.0,0.0,4.0,2.0,2.0,4.5,3.2631578947400004,0.0,0.0,2.5,2.8947368421099995,1.0,2.0,3.5,12.5263157895,2.0,3.0,9.0,2.63157894737,0.0,0.0,2.0,0,Robot-Simulation,non-agent,git-hub
503,3.18691588785,0.0,0.0,2.75,2.00286607203,1.0,1.4,2.0,17.4758187379,4.29761904762,9.771505376339999,17.375,1.6903647339,0.824404761905,1.5,2.5,3.79439252336,0.0,1.0,6.0,0.401869158879,0.0,0.0,1.0,2.9953271028,1.0,2.0,3.0,40.3878504673,6.0,13.5,64.0,4.73831775701,0.0,2.0,7.0,0.261682242991,0.0,0.0,0.0,6.5140186915900005,1.0,3.0,8.0,2.55140186916,0.0,0.0,4.0,5.771028037380002,1.0,3.0,7.0,36.214953271,3.0,12.0,36.75,11.046728972,0.0,2.0,12.0,0,Robot-Simulation,non-agent,git-hub
504,1.49418604651,0.0,0.0,2.0,2.73925450743,1.0,1.14583333333,2.7455882352900005,19.9585451148,3.95,8.75,19.2,1.53834914322,0.75,1.25,2.0,1.7965116279099995,0.0,1.0,2.0,0.302325581395,0.0,0.0,1.0,3.30813953488,1.0,2.0,4.0,45.912790697700004,5.0,16.5,45.25,3.02325581395,0.0,1.0,3.25,0.238372093023,0.0,0.0,0.0,5.68604651163,2.0,3.0,5.0,1.3023255814,0.0,0.0,1.0,4.79651162791,1.0,3.0,5.0,18.8837209302,3.0,7.0,15.0,7.877906976739999,0.0,1.0,7.25,0,Robot-Simulation,non-agent,git-hub
505,1.03174603175,0.0,0.0,1.0,2.15431963348,1.0,1.66666666667,2.90598290598,14.176069972999999,6.045454545449999,11.0,21.6111111111,1.15364198939,0.777777777778,1.0,1.5,1.03174603175,0.0,1.0,2.0,0.4761904761899999,0.0,0.0,1.0,3.14285714286,1.0,2.0,3.0,41.3333333333,12.5,23.0,56.5,8.74603174603,1.0,4.0,10.5,0.301587301587,0.0,0.0,0.0,6.603174603169999,3.0,5.0,8.5,1.06349206349,0.0,0.0,0.0,5.85714285714,3.0,4.0,7.0,28.3650793651,5.0,18.0,34.0,3.50793650794,0.0,1.0,3.0,0,Robot-Simulation,non-agent,git-hub
506,2.96785714286,0.0,1.0,2.0,2.08737795219,1.0,1.39230769231,2.33333333333,11.1650430948,3.0,7.357894736839999,14.0357142857,1.20064479575,0.833333333333,1.0,1.5,2.76785714286,0.0,1.0,3.0,0.8732142857140001,0.0,1.0,1.0,5.36785714286,2.0,3.0,5.0,36.1339285714,5.0,16.0,44.0,5.8607142857099985,1.0,2.0,8.0,0.6,0.0,0.0,0.0,11.2267857143,2.0,6.0,12.0,1.43392857143,0.0,0.0,1.0,9.41964285714,2.0,4.0,10.0,41.3732142857,5.0,18.0,46.0,17.9482142857,0.0,3.0,12.0,0,Robot-Simulation,non-agent,git-hub
507,1.11764705882,0.0,1.0,1.0,1.89893521511,1.0,1.0714285714299998,1.63636363636,11.7134964228,3.25,6.545454545449999,9.5,1.41389828453,1.0,1.29166666667,1.9375,1.29411764706,0.0,1.0,1.0,0.0588235294118,0.0,0.0,0.0,6.1176470588199985,2.0,2.0,6.0,29.5882352941,6.0,13.0,31.0,7.76470588235,1.0,3.0,7.0,0.0,0.0,0.0,0.0,11.117647058800001,3.0,11.0,16.0,1.76470588235,0.0,2.0,3.0,9.82352941176,2.0,9.0,15.0,42.588235294099995,8.0,21.0,48.0,4.82352941176,0.0,2.0,6.0,0,Robot-Simulation,non-agent,git-hub
508,1.62765957447,0.0,1.0,2.0,2.06129195477,1.0,1.52272727273,2.74431818182,10.4062581941,3.625,7.291666666669999,16.003795066400002,1.17568035385,0.673076923077,1.0,1.33333333333,1.5319148936200002,0.0,1.0,2.0,0.627659574468,0.0,1.0,1.0,2.36170212766,1.0,1.0,3.0,26.9468085106,4.25,18.0,42.25,4.45744680851,0.0,3.0,6.0,0.255319148936,0.0,0.0,0.0,6.542553191490001,2.0,4.0,8.0,0.6702127659570001,0.0,0.0,0.0,4.9255319148900005,1.25,2.5,6.0,23.276595744699996,4.25,13.5,25.0,3.81914893617,0.0,1.0,5.75,0,Audio,non-agent,git-hub
509,1.7486910994799998,0.0,1.0,2.0,2.01835339052,1.0,1.55555555556,2.25833333333,12.5289794994,5.716666666669999,10.25,15.985,1.06525063968,0.591666666667,1.0,1.2,1.75916230366,0.0,1.0,2.0,0.7434554973819999,0.0,1.0,1.0,4.21465968586,1.0,3.0,5.0,37.8219895288,11.0,23.0,47.5,4.6387434555,1.0,2.0,6.0,0.20942408377,0.0,0.0,0.0,10.821989528800001,3.0,6.0,14.0,0.727748691099,0.0,0.0,0.0,8.214659685860001,2.0,4.0,9.0,33.3036649215,5.0,15.0,34.5,8.82722513089,0.0,2.0,6.5,0,Audio,non-agent,git-hub
510,3.40769230769,1.0,1.0,3.0,3.1791737772400004,1.8,2.538647343,4.41025641026,17.413428241,8.25892857143,14.5151515152,23.7956521739,1.1417693804200002,0.685032894737,0.969771607703,1.4580273698299997,3.91538461538,1.0,2.5,5.0,0.3923076923080001,0.0,0.0,1.0,5.24615384615,3.0,4.0,5.75,76.2,25.0,56.5,108.75,8.84615384615,2.0,3.5,9.0,0.32307692307700003,0.0,0.0,0.0,20.4615384615,9.0,13.0,21.0,1.37692307692,0.0,0.0,1.0,14.9230769231,6.0,9.0,14.0,110.876923077,23.25,46.0,92.75,15.2692307692,2.25,9.0,21.75,0,Audio,non-agent,git-hub
511,1.04238410596,0.0,0.0,1.0,1.1714680165,1.0,1.0,1.0,6.2166924875300005,2.0,4.0,7.0,1.09368483274,0.6,1.0,1.5,0.890066225166,0.0,0.0,1.0,0.553642384106,0.0,0.0,1.0,3.48344370861,1.0,2.0,4.0,10.6092715232,3.0,5.0,11.0,1.38940397351,0.0,0.0,2.0,0.247682119205,0.0,0.0,0.0,4.77350993377,1.0,3.0,6.0,0.385430463576,0.0,0.0,0.0,4.17350993377,1.0,2.0,5.0,9.88476821192,2.0,4.0,10.0,3.61986754967,0.0,0.0,2.0,0,Audio,non-agent,git-hub
512,1.16279069767,0.0,0.0,1.0,2.18708551605,1.0,1.5,2.33333333333,10.583656323,4.625,8.666666666669999,13.0162337662,1.01314781857,0.675,1.0,1.33333333333,1.33720930233,0.0,1.0,2.0,0.639534883721,0.0,0.0,1.0,4.41860465116,1.0,2.0,5.0,29.5,7.25,17.5,30.75,3.6511627907,0.0,2.0,5.0,0.290697674419,0.0,0.0,0.0,8.44186046512,2.0,5.0,10.0,1.26744186047,0.0,0.0,0.0,7.406976744189999,2.0,4.5,9.0,24.4186046512,5.0,14.0,28.75,6.1976744186,0.0,2.0,7.75,0,Audio,non-agent,git-hub
514,1.5192307692299998,0.0,0.0,2.0,2.66266728335,1.0,1.0,2.1,36.7544162592,4.0,15.0,36.05,1.50386784512,1.0,1.0,2.0,1.375,0.0,0.0,2.0,0.394230769231,0.0,0.0,1.0,3.81730769231,1.0,2.0,4.0,46.5865384615,4.0,22.5,63.25,3.18269230769,0.0,0.0,1.25,0.307692307692,0.0,0.0,0.0,7.538461538460001,1.0,2.0,8.0,2.99038461538,0.0,0.0,0.25,7.336538461539999,1.0,2.0,8.0,30.375,1.0,7.0,18.0,8.50961538462,0.0,0.0,3.25,0,Audio,non-agent,git-hub
515,0.973404255319,0.0,0.0,0.0,1.53614720146,1.0,1.0,1.0,8.82239543166,1.0,1.0,6.5,0.61826002146,0.0,0.00471698113208,1.0,0.640957446809,0.0,0.0,1.0,0.941489361702,0.0,0.5,2.0,12.4521276596,1.0,3.0,9.0,30.268617021300006,1.0,1.0,10.0,7.06382978723,0.0,2.0,7.0,0.561170212766,0.0,0.0,0.0,15.0611702128,2.0,4.0,11.0,3.19946808511,0.0,0.0,3.0,5.01595744681,1.0,2.0,3.0,26.555851063800002,3.0,6.0,19.0,20.7074468085,0.0,0.0,1.0,0,Audio,non-agent,git-hub
